id_receita;id_periodo;descricao_item;valor
1021;10;Investimento;4816.67
1022;9;Salário;8393.77
1023;33;Reembolso;618.69
1024;30;Venda;523.35
1025;15;Freelance;3174.03
1026;31;Reembolso;276.94
1027;33;Salário;8477.2
1028;2;Investimento;8518.12
1029;15;Reembolso;2547.11
1030;11;Investimento;7305.03
1031;26;Freelance;8616.37
1032;14;Reembolso;4468.9
1033;17;Freelance;2843.55
1034;16;Venda;4989.45
1035;2;Reembolso;8675.42
1036;2;Salário;9839.15
1037;4;Freelance;8457.76
1038;14;Investimento;844.39
1039;26;Salário;629.73
1040;12;Reembolso;7297.71
1041;11;Investimento;4940.95
1042;12;Investimento;8375.56
1043;23;Reembolso;8450.22
1044;35;Freelance;9620.37
1045;7;Investimento;7429.75
1046;22;Venda;728.56
1047;24;Reembolso;9695.02
1048;35;Salário;8626.49
1049;18;Salário;9006.96
1050;20;Freelance;9416.03
1051;33;Salário;3767.43
1052;26;Venda;384.57
1053;32;Freelance;9334.45
1054;21;Venda;9707.26
1055;23;Salário;5701.91
1056;25;Venda;1329.75
1057;1;Investimento;6829.22
1058;5;Reembolso;4031.97
1059;17;Investimento;6008.34
1060;31;Venda;6586.09
1061;26;Investimento;258.69
1062;9;Venda;4106.58
1063;27;Salário;1877.16
1064;3;Freelance;9013.72
1065;4;Freelance;9221.01
1066;8;Salário;4043.22
1067;20;Venda;9013.21
1068;36;Investimento;2543.24
1069;22;Freelance;2475.64
1070;24;Venda;8076.31
1071;32;Salário;8626.93
1072;19;Salário;6890.52
1073;19;Venda;7929.9
1074;18;Freelance;2960.41
1075;1;Reembolso;6737.56
1076;18;Reembolso;1030.02
1077;11;Salário;7997.91
1078;8;Salário;6452.24
1079;12;Freelance;9274.85
1080;24;Salário;5619.47
1081;26;Investimento;906.87
1082;2;Investimento;3234.29
1083;17;Salário;9096.23
1084;17;Freelance;747.64
1085;27;Reembolso;2800.13
1086;30;Freelance;2878.29
1087;13;Salário;2201.57
1088;22;Investimento;2143.52
1089;26;Investimento;4073.92
1090;18;Reembolso;980.99
1091;14;Venda;2061.47
1092;26;Venda;5675.65
1093;33;Salário;7123.74
1094;31;Salário;9275.32
1095;35;Venda;3869.03
1096;9;Venda;4367.64
1097;20;Salário;3451.98
1098;2;Venda;8208.41
1099;7;Freelance;6149.25
1100;9;Freelance;5979.51
1101;28;Salário;1550.61
1102;14;Venda;1198.43
1103;21;Investimento;4749.13
1104;12;Freelance;3388.33
1105;32;Freelance;2107.06
1106;28;Venda;7500.54
1107;4;Freelance;2053.2
1108;1;Freelance;5924.23
1109;3;Venda;5359.22
1110;24;Venda;2902.6
1111;7;Reembolso;6191.67
1112;4;Salário;1182.71
1113;34;Investimento;674.42
1114;34;Investimento;6500.13
1115;30;Venda;7809.26
1116;17;Venda;9963.47
1117;22;Venda;7810.44
1118;12;Salário;3215.28
1119;35;Freelance;6355.97
1120;3;Venda;5143.61
1121;23;Salário;1063.49
1122;7;Investimento;7083.63
1123;32;Salário;244.29
1124;27;Salário;8836.32
1125;6;Salário;4302.72
1126;7;Salário;1438.57
1127;29;Venda;4804.66
1128;11;Investimento;4081.41
1129;4;Reembolso;4189.31
1130;31;Freelance;2446.3
1131;20;Reembolso;9837.4
1132;26;Freelance;7231.57
1133;36;Venda;8475.45
1134;9;Venda;2533.05
1135;29;Venda;6850.72
1136;30;Venda;7787.53
1137;27;Salário;7858.62
1138;25;Reembolso;9146.87
1139;10;Venda;7246.56
1140;6;Investimento;7916.32
1141;16;Salário;7625.04
1142;29;Reembolso;7290.3
1143;34;Investimento;1690.13
1144;19;Reembolso;4711.39
1145;18;Freelance;9527.2
1146;32;Investimento;1806.24
1147;9;Investimento;210.34
1148;34;Investimento;9004.44
1149;13;Venda;1844.76
1150;9;Reembolso;5525.8
1151;27;Salário;1627.55
1152;13;Reembolso;2801.45
1153;8;Investimento;6371.93
1154;8;Reembolso;9117.12
1155;36;Freelance;9201.31
1156;17;Venda;1642.28
1157;27;Salário;2812.87
1158;4;Freelance;2034.1
1159;22;Reembolso;4087.05
1160;33;Venda;4939.26
1161;21;Investimento;9771.48
1162;28;Venda;9276.26
1163;12;Freelance;4738.06
1164;6;Salário;8059.09
1165;27;Freelance;2525.54
1166;23;Reembolso;2820.87
1167;28;Salário;9514.39
1168;13;Investimento;9372.64
1169;27;Reembolso;9183.66
1170;11;Investimento;9530.12
1171;36;Venda;2514.35
1172;30;Salário;5369.08
1173;27;Reembolso;5006.67
1174;2;Venda;9388.5
1175;28;Venda;1493.49
1176;27;Investimento;7016.79
1177;11;Venda;5763.91
1178;11;Reembolso;2124.48
1179;21;Reembolso;5582.2
1180;7;Salário;2706.48
1181;25;Freelance;4827.45
1182;8;Investimento;1973.02
1183;31;Investimento;9952.39
1184;25;Investimento;6278.88
1185;2;Freelance;1310.04
1186;36;Investimento;972.31
1187;14;Investimento;5439.77
1188;8;Salário;4698.49
1189;28;Venda;2358.7
1190;33;Freelance;763.29
1191;7;Investimento;702.06
1192;14;Investimento;6588.08
1193;2;Reembolso;9821.34
1194;15;Investimento;7160.78
1195;13;Salário;2645.71
1196;18;Salário;1634.38
1197;5;Salário;7075.66
1198;20;Investimento;6456.16
1199;31;Freelance;2267.73
1200;27;Freelance;7097.78
1201;10;Venda;6914.91
1202;24;Freelance;8218.35
1203;8;Reembolso;2406.86
1204;13;Reembolso;8754.96
1205;21;Freelance;6717.75
1206;34;Salário;6056.08
1207;23;Venda;616.29
1208;21;Venda;3583.41
1209;22;Venda;8650.05
1210;14;Freelance;8724.64
1211;15;Salário;3154.63
1212;34;Salário;9735.99
1213;27;Freelance;6821.26
1214;28;Reembolso;2462.49
1215;6;Reembolso;2916.94
1216;16;Reembolso;1444.67
1217;27;Freelance;6232.69
1218;14;Salário;4835.47
1219;5;Freelance;4215.27
1220;10;Venda;5799.49
1221;8;Investimento;625.62
1222;3;Freelance;2078.43
1223;25;Salário;3019.6
1224;10;Salário;2378.27
1225;16;Salário;2772.83
1226;24;Freelance;6330.45
1227;35;Venda;2789.04
1228;6;Venda;8188.14
1229;3;Investimento;3349.67
1230;4;Venda;4003.59
1231;36;Reembolso;9148.84
1232;35;Salário;2303.72
1233;36;Salário;7959.2
1234;19;Freelance;4947.68
1235;6;Freelance;9253.24
1236;12;Venda;518.2
1237;5;Venda;5700.1
1238;15;Investimento;3952.7
1239;14;Freelance;6764.52
1240;36;Freelance;2039.82
1241;8;Salário;8691.48
1242;36;Reembolso;9177.46
1243;12;Investimento;2933.95
1244;35;Investimento;6057.52
1245;24;Salário;3334.25
1246;24;Venda;9979.25
1247;2;Reembolso;2864.49
1248;10;Freelance;1051.01
1249;19;Venda;7929.91
1250;18;Reembolso;7317.18
1251;9;Freelance;6048.22
1252;17;Salário;5570.84
1253;7;Reembolso;9463.45
1254;19;Reembolso;2051.11
1255;27;Investimento;7980.33
1256;13;Venda;4289.57
1257;33;Freelance;2361.61
1258;35;Freelance;9854.74
1259;10;Venda;8685.52
1260;34;Investimento;8533.9
1261;14;Venda;9903.74
1262;25;Venda;3320.12
1263;22;Reembolso;2943.05
1264;7;Salário;918.05
1265;1;Investimento;3268.71
1266;34;Salário;3463.8
1267;19;Freelance;7257.45
1268;28;Venda;1890.04
1269;19;Freelance;9269.59
1270;32;Freelance;8190.54
1271;5;Reembolso;4750.43
1272;18;Venda;5725.86
1273;13;Salário;2278.65
1274;9;Freelance;4979.35
1275;10;Investimento;745.28
1276;16;Salário;8366.59
1277;16;Salário;6246.09
1278;31;Reembolso;6960.41
1279;4;Freelance;455.24
1280;34;Investimento;4417.52
1281;20;Reembolso;9850.25
1282;9;Salário;2816.58
1283;4;Reembolso;4017.77
1284;28;Reembolso;6121.8
1285;27;Venda;7452.96
1286;24;Investimento;8169.47
1287;35;Freelance;1821.42
1288;24;Reembolso;8755.68
1289;7;Investimento;881.95
1290;2;Salário;5811.97
1291;24;Reembolso;5551.04
1292;29;Freelance;9744.97
1293;8;Freelance;1104.29
1294;33;Freelance;425.27
1295;5;Freelance;9798.26
1296;6;Freelance;8063.93
1297;19;Reembolso;8405.68
1298;9;Venda;6840.92
1299;25;Salário;8585.45
1300;1;Venda;5389.18
1301;16;Venda;9302.9
1302;8;Freelance;5395.5
1303;7;Reembolso;4121.52
1304;11;Freelance;9838.3
1305;5;Venda;7182.77
1306;24;Investimento;5231.71
1307;18;Venda;4505.03
1308;6;Freelance;554.67
1309;14;Freelance;1408.76
1310;3;Investimento;3497.6
1311;36;Salário;2116.0
1312;5;Salário;1464.5
1313;4;Reembolso;3714.56
1314;22;Venda;1816.37
1315;31;Investimento;4526.72
1316;8;Investimento;2087.53
1317;24;Salário;817.17
1318;33;Reembolso;4016.78
1319;3;Investimento;7213.99
1320;1;Venda;645.41
1321;5;Freelance;4904.79
1322;16;Investimento;3572.92
1323;3;Venda;551.99
1324;32;Reembolso;2615.15
1325;27;Freelance;1017.28
1326;24;Investimento;3150.79
1327;22;Freelance;8515.93
1328;17;Salário;2818.29
1329;12;Salário;2430.58
1330;33;Investimento;5049.16
1331;35;Salário;2738.92
1332;34;Investimento;3151.67
1333;16;Investimento;5607.41
1334;28;Salário;9021.0
1335;20;Investimento;1810.41
1336;25;Reembolso;419.81
1337;27;Investimento;3119.37
1338;2;Investimento;9272.43
1339;12;Salário;7300.23
1340;26;Investimento;7031.58
1341;6;Venda;9651.82
1342;6;Salário;2956.79
1343;7;Freelance;9287.02
1344;25;Salário;4551.44
1345;5;Investimento;5914.32
1346;8;Venda;8030.6
1347;29;Venda;2376.71
1348;33;Venda;5468.51
1349;17;Venda;9162.98
1350;36;Reembolso;5217.33
1351;24;Salário;9891.45
1352;33;Venda;9446.59
1353;32;Reembolso;212.11
1354;23;Salário;8570.17
1355;7;Investimento;3858.51
1356;19;Freelance;9532.55
1357;10;Investimento;1799.0
1358;10;Freelance;8981.95
1359;22;Reembolso;1921.98
1360;3;Reembolso;509.73
1361;31;Freelance;8053.05
1362;1;Freelance;8244.32
1363;18;Freelance;3296.46
1364;14;Salário;1902.32
1365;30;Salário;4302.98
1366;33;Reembolso;4103.05
1367;28;Salário;6396.03
1368;9;Reembolso;5801.23
1369;17;Reembolso;5080.46
1370;35;Salário;3278.51
1371;31;Salário;5279.44
1372;13;Reembolso;6781.44
1373;8;Investimento;5377.65
1374;10;Salário;8376.48
1375;25;Freelance;1741.29
1376;2;Investimento;9042.4
1377;33;Freelance;3175.56
1378;3;Investimento;5846.51
1379;36;Freelance;6892.76
1380;16;Investimento;4607.34
1381;13;Freelance;2136.18
1382;29;Investimento;9720.83
1383;26;Reembolso;7104.34
1384;25;Investimento;4004.82
1385;14;Reembolso;8243.53
1386;29;Reembolso;9292.84
1387;4;Venda;4374.83
1388;24;Investimento;8445.76
1389;25;Venda;6356.43
1390;13;Salário;5106.4
1391;6;Investimento;9074.78
1392;14;Salário;4564.73
1393;24;Freelance;6873.07
1394;31;Salário;8227.53
1395;10;Salário;3337.13
1396;4;Freelance;4055.91
1397;20;Freelance;8534.15
1398;14;Investimento;3184.11
1399;9;Reembolso;5490.97
1400;28;Venda;1680.16
1401;31;Salário;2713.84
1402;2;Freelance;6862.19
1403;27;Freelance;7647.67
1404;21;Reembolso;6333.54
1405;8;Salário;2237.48
1406;14;Investimento;9644.49
1407;4;Reembolso;1248.42
1408;3;Venda;2435.41
1409;25;Salário;3785.47
1410;19;Investimento;2457.55
1411;10;Venda;4541.93
1412;20;Salário;1043.52
1413;11;Investimento;4048.56
1414;29;Venda;2301.27
1415;21;Reembolso;7996.17
1416;15;Freelance;4718.45
1417;17;Reembolso;7872.18
1418;36;Reembolso;3736.02
1419;15;Venda;3661.49
1420;36;Freelance;2517.47
1421;13;Freelance;4512.92
1422;27;Investimento;1272.61
1423;29;Investimento;1350.06
1424;11;Salário;5786.2
1425;23;Freelance;7741.5
1426;21;Reembolso;3887.9
1427;18;Salário;8130.89
1428;29;Investimento;5734.07
1429;30;Reembolso;6130.24
1430;16;Salário;8599.41
1431;12;Freelance;1733.17
1432;13;Venda;7349.17
1433;5;Reembolso;2453.42
1434;35;Salário;1119.02
1435;2;Investimento;5399.3
1436;18;Investimento;997.53
1437;9;Investimento;2838.78
1438;27;Investimento;4809.05
1439;33;Venda;786.4
1440;35;Venda;3372.88
1441;13;Investimento;8281.2
1442;31;Venda;5027.84
1443;19;Reembolso;2245.95
1444;30;Reembolso;5282.99
1445;18;Investimento;3218.3
1446;6;Freelance;7542.47
1447;36;Salário;5832.79
1448;7;Reembolso;6255.83
1449;16;Freelance;1484.62
1450;22;Salário;7069.55
1451;34;Freelance;9249.22
1452;18;Freelance;7259.18
1453;21;Investimento;8650.26
1454;19;Investimento;9251.92
1455;34;Reembolso;522.0
1456;33;Freelance;9097.81
1457;34;Freelance;9876.62
1458;17;Reembolso;9325.5
1459;36;Reembolso;6969.15
1460;21;Freelance;9627.82
1461;21;Freelance;7351.4
1462;20;Salário;4663.4
1463;12;Freelance;2836.63
1464;23;Investimento;3890.12
1465;21;Investimento;1401.58
1466;14;Freelance;794.47
1467;18;Investimento;3019.78
1468;2;Reembolso;9744.46
1469;25;Investimento;1813.8
1470;34;Venda;7523.64
1471;16;Salário;5620.24
1472;13;Venda;2042.14
1473;9;Reembolso;7755.92
1474;27;Venda;8151.49
1475;22;Venda;6587.31
1476;10;Freelance;2465.74
1477;21;Freelance;8664.8
1478;16;Salário;6658.57
1479;5;Reembolso;3847.68
1480;24;Freelance;8296.52
1481;7;Reembolso;4510.31
1482;27;Investimento;2127.87
1483;26;Salário;4932.74
1484;17;Venda;2563.69
1485;24;Salário;6073.63
1486;26;Reembolso;3211.39
1487;2;Venda;7057.4
1488;23;Freelance;2134.21
1489;36;Investimento;5507.95
1490;35;Investimento;3392.62
1491;3;Reembolso;6978.79
1492;6;Salário;8952.31
1493;31;Reembolso;1045.2
1494;7;Venda;4038.43
1495;15;Freelance;8264.03
1496;7;Investimento;4015.15
1497;16;Reembolso;1102.57
1498;34;Salário;4305.27
1499;23;Freelance;5895.28
1500;16;Freelance;4642.92
1501;31;Reembolso;793.19
1502;20;Salário;7001.22
1503;8;Salário;8111.81
1504;18;Reembolso;9620.8
1505;2;Freelance;9127.38
1506;20;Investimento;9214.32
1507;14;Freelance;7602.7
1508;14;Freelance;4385.64
1509;2;Venda;9385.14
1510;1;Venda;8377.99
1511;5;Venda;677.75
1512;35;Venda;8102.33
1513;29;Venda;5701.99
1514;28;Salário;5990.7
1515;18;Investimento;4223.11
1516;28;Investimento;8215.68
1517;5;Salário;8562.65
1518;31;Freelance;3520.03
1519;35;Reembolso;8618.85
1520;5;Investimento;7177.89
1521;13;Salário;7347.23
1522;6;Freelance;2438.65
1523;29;Salário;6406.24
1524;33;Investimento;5937.38
1525;15;Investimento;1784.29
1526;34;Reembolso;760.28
1527;21;Investimento;1607.46
1528;7;Investimento;8745.14
1529;26;Salário;5196.03
1530;23;Freelance;9247.03
1531;2;Salário;6547.42
1532;12;Investimento;314.59
1533;34;Venda;5302.9
1534;6;Freelance;6417.61
1535;14;Venda;4472.95
1536;33;Venda;5737.46
1537;23;Venda;8014.89
1538;28;Salário;1648.19
1539;35;Salário;7513.46
1540;30;Venda;2071.74
1541;31;Freelance;6643.2
1542;18;Venda;9432.38
1543;32;Investimento;2211.32
1544;1;Reembolso;8492.91
1545;35;Freelance;8521.19
1546;19;Salário;5856.35
1547;19;Investimento;8075.36
1548;11;Salário;9327.58
1549;31;Salário;4796.23
1550;35;Freelance;7248.76
1551;24;Investimento;992.81
1552;20;Investimento;9925.37
1553;17;Freelance;1728.68
1554;1;Venda;4921.02
1555;21;Reembolso;2390.17
1556;1;Investimento;6206.69
1557;21;Reembolso;9830.86
1558;33;Reembolso;1143.43
1559;31;Reembolso;7569.26
1560;29;Freelance;7012.3
1561;13;Freelance;732.44
1562;2;Salário;6577.55
1563;5;Investimento;8261.68
1564;13;Salário;8350.08
1565;14;Freelance;8748.17
1566;5;Freelance;3757.44
1567;11;Freelance;2896.72
1568;3;Investimento;9595.22
1569;23;Reembolso;7987.34
1570;13;Reembolso;6578.57
1571;6;Venda;6791.02
1572;32;Investimento;7911.63
1573;31;Venda;8363.41
1574;21;Venda;9341.7
1575;28;Venda;2532.62
1576;16;Venda;5637.7
1577;15;Investimento;7079.01
1578;23;Freelance;8344.04
1579;14;Investimento;6159.72
1580;13;Venda;9605.78
1581;28;Salário;8699.08
1582;34;Freelance;9425.07
1583;5;Reembolso;9687.67
1584;17;Venda;1383.42
1585;21;Salário;6537.98
1586;32;Freelance;936.42
1587;16;Freelance;508.67
1588;10;Freelance;1427.61
1589;29;Investimento;9590.62
1590;10;Investimento;7474.7
1591;26;Freelance;796.26
1592;15;Salário;7561.69
1593;14;Freelance;670.84
1594;31;Salário;6797.68
1595;14;Salário;4562.89
1596;23;Investimento;8624.02
1597;23;Reembolso;6214.88
1598;9;Salário;7913.52
1599;23;Salário;368.39
1600;6;Venda;2598.4
1601;9;Investimento;4952.81
1602;1;Freelance;5697.56
1603;9;Venda;942.85
1604;13;Salário;8015.21
1605;23;Reembolso;1704.56
1606;6;Investimento;5221.9
1607;29;Salário;8781.4
1608;33;Freelance;9452.86
1609;5;Freelance;9051.69
1610;7;Salário;1185.33
1611;30;Investimento;6142.33
1612;23;Reembolso;8976.24
1613;24;Venda;5683.0
1614;18;Venda;6101.71
1615;25;Freelance;8255.83
1616;34;Reembolso;7663.18
1617;27;Investimento;5831.22
1618;32;Reembolso;4628.94
1619;22;Investimento;5526.28
1620;19;Freelance;7325.61
1621;23;Freelance;9742.22
1622;21;Reembolso;7723.72
1623;22;Freelance;8735.29
1624;18;Freelance;4055.79
1625;34;Freelance;2285.17
1626;26;Venda;7376.21
1627;8;Venda;3238.2
1628;35;Reembolso;5437.07
1629;33;Investimento;3911.45
1630;36;Venda;7068.95
1631;35;Investimento;9099.53
1632;18;Salário;5484.47
1633;26;Investimento;9172.33
1634;21;Investimento;7823.37
1635;13;Venda;7897.71
1636;29;Reembolso;2393.68
1637;33;Investimento;9242.97
1638;21;Salário;6800.01
1639;20;Salário;2638.04
1640;1;Reembolso;7716.67
1641;3;Venda;9104.08
1642;30;Venda;5163.47
1643;11;Investimento;2171.09
1644;29;Investimento;3236.21
1645;7;Salário;4769.89
1646;23;Investimento;6124.46
1647;23;Investimento;5926.3
1648;23;Venda;8461.12
1649;8;Reembolso;893.28
1650;28;Reembolso;6095.6
1651;31;Venda;6449.72
1652;4;Venda;5932.47
1653;14;Venda;272.82
1654;13;Investimento;2626.22
1655;20;Reembolso;9542.28
1656;20;Salário;8362.44
1657;24;Reembolso;4854.19
1658;32;Venda;2487.69
1659;20;Salário;1773.09
1660;11;Venda;5277.36
1661;16;Investimento;6100.98
1662;7;Salário;819.98
1663;7;Freelance;3901.12
1664;12;Freelance;6381.64
1665;23;Venda;8964.63
1666;17;Investimento;7999.4
1667;12;Salário;4374.9
1668;19;Reembolso;5457.65
1669;2;Freelance;5007.1
1670;2;Venda;2016.09
1671;34;Venda;2077.91
1672;6;Salário;4567.05
1673;36;Venda;7101.37
1674;27;Salário;8533.96
1675;20;Reembolso;9956.4
1676;22;Reembolso;726.84
1677;23;Salário;5190.92
1678;26;Reembolso;4519.49
1679;28;Investimento;9976.34
1680;7;Investimento;1171.39
1681;30;Freelance;7017.31
1682;25;Investimento;1711.14
1683;15;Venda;922.81
1684;27;Freelance;212.43
1685;5;Investimento;927.45
1686;27;Investimento;5992.3
1687;27;Freelance;8282.0
1688;15;Reembolso;5767.25
1689;19;Salário;8944.66
1690;32;Salário;3973.65
1691;5;Venda;5855.24
1692;1;Venda;7694.89
1693;27;Venda;8165.52
1694;27;Reembolso;4995.02
1695;4;Venda;7774.12
1696;35;Salário;3226.34
1697;34;Venda;4866.88
1698;10;Salário;1045.43
1699;22;Investimento;7389.34
1700;6;Freelance;1087.45
1701;21;Reembolso;3613.16
1702;35;Freelance;8041.91
1703;4;Reembolso;5446.71
1704;18;Reembolso;2896.42
1705;30;Venda;6664.48
1706;12;Freelance;9937.34
1707;34;Reembolso;3502.55
1708;28;Freelance;679.02
1709;29;Investimento;906.58
1710;21;Salário;6272.05
1711;5;Venda;1881.48
1712;5;Salário;8644.04
1713;7;Salário;3608.61
1714;9;Freelance;2194.13
1715;20;Freelance;9339.19
1716;22;Reembolso;6334.84
1717;29;Venda;6871.55
1718;26;Venda;2383.32
1719;6;Investimento;3288.93
1720;1;Investimento;6259.96
1721;15;Investimento;3440.32
1722;10;Salário;7087.84
1723;10;Investimento;905.38
1724;23;Venda;4189.76
1725;7;Salário;5914.23
1726;9;Investimento;1296.25
1727;19;Reembolso;725.9
1728;8;Salário;4573.41
1729;6;Salário;7678.33
1730;27;Reembolso;3137.57
1731;25;Reembolso;7909.43
1732;18;Venda;8446.0
1733;32;Reembolso;7956.25
1734;24;Venda;1240.88
1735;17;Salário;1959.69
1736;24;Reembolso;561.65
1737;10;Venda;3332.67
1738;30;Venda;5900.71
1739;8;Reembolso;9760.7
1740;29;Venda;558.27
1741;3;Venda;9955.57
1742;8;Investimento;4748.7
1743;31;Reembolso;1390.78
1744;22;Reembolso;3088.41
1745;13;Freelance;2547.9
1746;16;Salário;1287.87
1747;11;Investimento;4543.6
1748;36;Investimento;4624.39
1749;30;Reembolso;6263.72
1750;19;Salário;3905.93
1751;21;Reembolso;662.31
1752;25;Salário;2510.42
1753;21;Investimento;9232.7
1754;5;Venda;4334.91
1755;29;Venda;7673.5
1756;24;Salário;3644.23
1757;29;Reembolso;376.47
1758;36;Investimento;7065.37
1759;33;Venda;2556.21
1760;7;Salário;3141.98
1761;27;Investimento;4872.57
1762;4;Freelance;2603.98
1763;33;Freelance;2814.3
1764;34;Salário;6467.71
1765;33;Reembolso;5643.45
1766;35;Salário;6668.01
1767;17;Salário;6072.1
1768;11;Freelance;3758.71
1769;14;Venda;1167.98
1770;35;Salário;3049.73
1771;31;Salário;7390.38
1772;34;Salário;3742.26
1773;18;Venda;4399.02
1774;33;Salário;651.88
1775;14;Reembolso;4192.28
1776;19;Reembolso;2791.35
1777;31;Salário;2732.06
1778;30;Venda;7183.91
1779;17;Reembolso;7514.88
1780;13;Venda;7652.15
1781;7;Salário;5965.61
1782;33;Salário;8670.93
1783;9;Venda;5447.43
1784;10;Salário;5787.45
1785;30;Reembolso;4480.4
1786;5;Investimento;1118.23
1787;35;Freelance;5289.97
1788;36;Reembolso;4826.19
1789;36;Venda;5922.3
1790;3;Reembolso;7363.3
1791;36;Investimento;6934.4
1792;28;Freelance;2514.9
1793;28;Freelance;1569.18
1794;31;Reembolso;2274.25
1795;17;Investimento;2226.46
1796;11;Salário;1114.05
1797;36;Investimento;8316.98
1798;22;Reembolso;8720.19
1799;28;Salário;3328.06
1800;16;Venda;4382.98
1801;19;Salário;7174.26
1802;35;Reembolso;2944.62
1803;5;Investimento;1211.18
1804;34;Venda;5443.01
1805;19;Salário;6750.09
1806;36;Salário;5414.75
1807;17;Salário;1705.7
1808;29;Freelance;7141.96
1809;33;Freelance;8647.26
1810;30;Investimento;540.25
1811;14;Salário;8815.15
1812;24;Venda;200.55
1813;16;Venda;4587.47
1814;19;Investimento;8629.73
1815;21;Venda;5443.04
1816;1;Reembolso;9610.73
1817;12;Investimento;9446.7
1818;6;Reembolso;4387.97
1819;9;Investimento;3115.93
1820;25;Freelance;6754.87
1821;13;Salário;3076.96
1822;28;Freelance;2348.47
1823;12;Venda;5306.35
1824;3;Venda;6997.6
1825;33;Freelance;2038.6
1826;12;Venda;1042.08
1827;30;Salário;5932.43
1828;18;Salário;8524.9
1829;33;Freelance;9314.7
1830;14;Salário;8210.87
1831;22;Salário;9160.06
1832;33;Venda;7853.85
1833;12;Freelance;8473.16
1834;15;Reembolso;5973.29
1835;15;Investimento;1044.05
1836;28;Investimento;1897.84
1837;14;Salário;8971.16
1838;24;Reembolso;5451.74
1839;14;Salário;6741.78
1840;3;Venda;2505.69
1841;18;Freelance;2144.05
1842;35;Investimento;6745.17
1843;29;Venda;7258.75
1844;17;Salário;9289.17
1845;1;Venda;8597.68
1846;11;Freelance;1775.27
1847;34;Venda;9392.93
1848;14;Reembolso;1614.61
1849;23;Salário;5427.03
1850;17;Reembolso;1974.25
1851;15;Reembolso;1905.4
1852;33;Venda;1633.29
1853;26;Freelance;9248.77
1854;35;Investimento;9438.29
1855;5;Freelance;7837.83
1856;28;Reembolso;6348.19
1857;14;Investimento;4815.13
1858;17;Freelance;7288.0
1859;15;Freelance;8020.85
1860;12;Salário;5739.14
1861;31;Salário;9115.25
1862;17;Venda;1971.8
1863;36;Investimento;4189.66
1864;9;Reembolso;5195.72
1865;1;Salário;5384.24
1866;26;Venda;833.2
1867;5;Salário;3319.43
1868;4;Freelance;6411.97
1869;12;Investimento;4278.61
1870;5;Reembolso;7892.1
1871;29;Venda;1607.76
1872;25;Salário;1657.06
1873;22;Salário;4130.75
1874;36;Freelance;6107.03
1875;12;Salário;8655.0
1876;22;Investimento;1755.15
1877;4;Investimento;5920.51
1878;24;Freelance;9827.12
1879;12;Venda;8201.68
1880;4;Freelance;7990.47
1881;10;Venda;3845.59
1882;31;Freelance;1579.63
1883;11;Reembolso;6534.42
1884;15;Freelance;4662.9
1885;26;Reembolso;4084.93
1886;23;Venda;8887.21
1887;31;Freelance;9402.27
1888;2;Investimento;9572.6
1889;10;Salário;3708.87
1890;10;Freelance;4282.38
1891;28;Freelance;488.35
1892;35;Investimento;5100.62
1893;25;Reembolso;7183.83
1894;25;Reembolso;7608.03
1895;6;Salário;8325.56
1896;35;Investimento;3543.59
1897;8;Investimento;8825.45
1898;30;Investimento;629.58
1899;3;Freelance;4842.76
1900;11;Venda;3359.43
1901;16;Freelance;506.54
1902;16;Salário;7178.57
1903;29;Investimento;9353.37
1904;10;Venda;9061.58
1905;19;Freelance;6657.25
1906;3;Reembolso;3468.33
1907;22;Investimento;4343.95
1908;12;Investimento;2453.62
1909;18;Reembolso;5275.19
1910;5;Salário;8304.71
1911;26;Investimento;7340.33
1912;5;Salário;6238.47
1913;6;Reembolso;9633.45
1914;21;Venda;6918.52
1915;11;Freelance;1881.71
1916;34;Freelance;5843.5
1917;25;Reembolso;3549.57
1918;19;Reembolso;8896.38
1919;21;Reembolso;4631.49
1920;25;Freelance;873.34
1921;29;Salário;9964.91
1922;17;Venda;8570.52
1923;10;Venda;9148.35
1924;36;Salário;6783.77
1925;14;Reembolso;2137.94
1926;13;Venda;6745.38
1927;14;Salário;3380.42
1928;21;Reembolso;6835.38
1929;4;Salário;2091.75
1930;1;Freelance;9541.42
1931;34;Freelance;4362.58
1932;31;Freelance;8201.56
1933;24;Venda;721.06
1934;32;Freelance;4244.38
1935;25;Salário;5540.17
1936;27;Salário;2313.98
1937;6;Reembolso;9155.38
1938;1;Venda;5514.98
1939;3;Investimento;3965.58
1940;12;Reembolso;6899.82
1941;9;Salário;7825.09
1942;36;Investimento;1369.16
1943;9;Investimento;2448.22
1944;16;Venda;7300.66
1945;7;Venda;1776.19
1946;31;Freelance;703.86
1947;29;Venda;6806.62
1948;30;Investimento;9773.99
1949;13;Venda;1004.0
1950;13;Reembolso;9985.35
1951;20;Investimento;5472.13
1952;25;Venda;6997.38
1953;34;Salário;1175.45
1954;32;Reembolso;8906.48
1955;21;Reembolso;5023.97
1956;19;Reembolso;4064.71
1957;16;Freelance;5281.65
1958;15;Salário;6325.46
1959;12;Investimento;8736.52
1960;31;Investimento;4424.68
1961;19;Reembolso;9602.41
1962;22;Salário;6186.86
1963;6;Salário;4563.45
1964;17;Venda;1420.0
1965;27;Venda;8832.84
1966;8;Reembolso;4509.76
1967;30;Salário;6274.49
1968;8;Reembolso;5920.58
1969;3;Salário;3525.55
1970;6;Freelance;3867.81
1971;9;Venda;533.71
