id_gastos;id_periodo;categoria;item;valor
777;16;Alimentação;Café;544.67
778;20;Alimentação;Restaurante;1308.57
779;4;Saúde;Farmácia;300.12
780;23;Lazer;Viagem;210.63
781;11;Saúde;Consulta;545.57
782;13;Educação;Cursos;355.96
783;12;Moradia;Energia;210.47
784;12;Outros;Outros;597.21
785;13;Educação;Material;775.94
786;13;Alimentação;Supermercado;123.97
787;13;Moradia;Internet;530.52
788;21;Outros;Outros;1254.85
789;8;Saúde;Farmácia;902.1
790;23;Educação;Livros;369.29
791;8;Alimentação;Restaurante;896.4
792;6;Outros;Presentes;412.48
793;24;Educação;Material;296.13
794;2;Lazer;Viagem;1119.61
795;4;Transporte;Combustível;89.84
796;2;Saúde;Academia;1110.34
797;28;Educação;Cursos;555.74
798;20;Educação;Material;329.18
799;35;Outros;Outros;661.4
800;22;Lazer;Show;308.44
801;6;Saúde;Farmácia;258.82
802;33;Lazer;Show;696.26
803;29;Lazer;Viagem;715.4
804;13;Saúde;Academia;1292.77
805;16;Saúde;Farmácia;749.97
806;26;Saúde;Academia;585.86
807;11;Educação;Material;122.12
808;36;Moradia;Aluguel;968.01
809;11;Educação;Material;888.02
810;27;Outros;Taxas;920.87
811;24;Alimentação;Restaurante;179.05
812;32;Educação;Cursos;1096.8
813;31;Moradia;Energia;238.27
814;10;Saúde;Farmácia;565.93
815;28;Moradia;Água;1153.18
816;21;Moradia;Internet;875.9
817;29;Moradia;Energia;835.44
818;10;Outros;Taxas;1465.75
819;29;Saúde;Academia;1184.13
820;33;Outros;Outros;1273.93
821;7;Lazer;Viagem;233.89
822;18;Transporte;Manutenção;1126.33
823;29;Moradia;Água;101.35
824;8;Educação;Material;421.45
825;10;Saúde;Consulta;1409.82
826;24;Saúde;Farmácia;585.77
827;19;Outros;Presentes;1078.18
828;33;Transporte;Pedágio;494.1
829;30;Moradia;Aluguel;1290.62
830;8;Educação;Material;327.58
831;24;Alimentação;Café;386.91
832;8;Outros;Taxas;1086.26
833;25;Educação;Cursos;719.67
834;25;Alimentação;Restaurante;996.23
835;34;Moradia;Internet;332.52
836;27;Alimentação;Supermercado;1059.84
837;9;Saúde;Academia;972.99
838;13;Outros;Outros;1258.36
839;23;Moradia;Água;689.15
840;31;Transporte;Pedágio;413.51
841;21;Educação;Material;405.73
842;7;Lazer;Cinema;327.83
843;31;Saúde;Consulta;605.34
844;27;Outros;Outros;1354.28
845;34;Lazer;Streaming;1380.54
846;2;Lazer;Show;214.13
847;31;Moradia;Energia;1054.59
848;22;Saúde;Academia;359.42
849;18;Moradia;Água;714.3
850;27;Educação;Material;159.28
851;33;Alimentação;Supermercado;570.09
852;8;Transporte;Pedágio;1078.41
853;29;Alimentação;Supermercado;1053.52
854;36;Transporte;Manutenção;137.07
855;27;Educação;Cursos;262.4
856;16;Educação;Material;141.56
857;4;Moradia;Internet;700.7
858;26;Alimentação;Café;1218.26
859;7;Moradia;Água;253.29
860;31;Transporte;Ônibus;737.35
861;36;Saúde;Consulta;1221.56
862;6;Moradia;Aluguel;1309.38
863;17;Moradia;Aluguel;700.05
864;29;Outros;Taxas;287.66
865;15;Saúde;Consulta;91.03
866;30;Transporte;Combustível;1460.37
867;5;Transporte;Pedágio;1193.04
868;25;Transporte;Manutenção;338.73
869;7;Educação;Livros;65.92
870;5;Educação;Material;149.58
871;3;Educação;Cursos;1357.15
872;4;Outros;Taxas;1084.51
873;24;Moradia;Internet;1340.6
874;25;Transporte;Pedágio;91.68
875;20;Lazer;Viagem;176.04
876;27;Moradia;Energia;1466.61
877;4;Saúde;Farmácia;856.18
878;33;Lazer;Cinema;105.12
879;6;Outros;Outros;752.87
880;5;Transporte;Combustível;571.97
881;28;Outros;Taxas;1194.63
882;15;Educação;Cursos;1039.68
883;13;Alimentação;Supermercado;294.71
884;6;Moradia;Aluguel;875.16
885;21;Moradia;Aluguel;1434.79
886;28;Saúde;Academia;910.99
887;33;Lazer;Show;152.11
888;5;Lazer;Show;1055.48
889;9;Alimentação;Supermercado;1194.75
890;13;Educação;Material;126.63
891;14;Moradia;Internet;1391.88
892;11;Saúde;Academia;287.24
893;16;Outros;Taxas;597.94
894;17;Moradia;Água;171.96
895;29;Alimentação;Café;78.63
896;7;Lazer;Cinema;562.24
897;7;Lazer;Viagem;1473.32
898;32;Alimentação;Supermercado;1205.74
899;4;Educação;Material;518.78
900;34;Saúde;Academia;644.97
901;22;Lazer;Cinema;540.08
902;16;Moradia;Internet;709.89
903;14;Transporte;Manutenção;350.8
904;22;Saúde;Consulta;321.61
905;7;Alimentação;Delivery;819.02
906;32;Saúde;Consulta;69.08
907;12;Lazer;Show;1238.06
908;27;Outros;Outros;536.83
909;35;Lazer;Viagem;436.8
910;31;Educação;Material;526.89
911;8;Lazer;Viagem;1366.01
912;31;Transporte;Combustível;1396.22
913;33;Saúde;Academia;937.5
914;8;Outros;Taxas;858.02
915;34;Outros;Presentes;736.32
916;4;Moradia;Água;885.48
917;26;Lazer;Viagem;458.79
918;11;Moradia;Água;1247.27
919;29;Outros;Outros;414.46
920;11;Outros;Outros;32.53
921;34;Saúde;Farmácia;396.74
922;9;Transporte;Pedágio;1076.27
923;4;Outros;Presentes;1248.13
924;33;Alimentação;Supermercado;1401.31
925;18;Moradia;Internet;131.56
926;28;Educação;Livros;145.12
927;33;Transporte;Manutenção;739.12
928;6;Saúde;Academia;1473.23
929;11;Lazer;Show;144.53
930;10;Saúde;Consulta;1345.06
931;16;Lazer;Streaming;895.32
932;30;Transporte;Combustível;194.0
933;15;Outros;Presentes;270.12
934;13;Educação;Material;446.38
935;10;Outros;Taxas;1279.42
936;28;Saúde;Academia;867.96
937;15;Moradia;Internet;310.88
938;17;Alimentação;Restaurante;356.97
939;28;Outros;Taxas;1275.67
940;1;Alimentação;Café;1051.61
941;34;Transporte;Ônibus;474.17
942;35;Saúde;Farmácia;249.84
943;31;Alimentação;Café;1162.32
944;27;Moradia;Energia;1124.28
945;34;Alimentação;Café;559.82
946;27;Educação;Livros;1141.81
947;16;Lazer;Show;685.27
948;17;Lazer;Streaming;152.29
949;24;Saúde;Academia;685.05
950;19;Educação;Cursos;724.59
951;6;Transporte;Ônibus;1279.8
952;18;Lazer;Cinema;1282.43
953;23;Alimentação;Restaurante;607.61
954;12;Saúde;Farmácia;1335.29
955;14;Outros;Presentes;1124.91
956;12;Educação;Material;825.25
957;18;Saúde;Academia;1001.12
958;35;Outros;Taxas;1108.67
959;3;Outros;Presentes;408.15
960;2;Moradia;Internet;1047.82
961;26;Outros;Taxas;66.4
962;29;Transporte;Ônibus;697.68
963;30;Saúde;Consulta;454.41
964;30;Moradia;Internet;1408.94
965;34;Transporte;Ônibus;21.65
966;2;Educação;Livros;27.03
967;2;Educação;Cursos;1394.09
968;35;Moradia;Internet;160.38
969;10;Lazer;Viagem;371.53
970;19;Saúde;Consulta;424.18
971;28;Moradia;Água;695.86
972;30;Transporte;Manutenção;40.73
973;18;Alimentação;Café;1349.02
974;15;Transporte;Ônibus;1100.98
975;20;Transporte;Combustível;1114.34
976;6;Educação;Material;55.55
977;14;Outros;Taxas;805.43
978;6;Transporte;Manutenção;787.46
979;5;Outros;Taxas;220.44
980;29;Saúde;Academia;265.66
981;27;Transporte;Pedágio;459.98
982;34;Moradia;Água;1481.33
983;33;Educação;Material;647.8
984;3;Educação;Cursos;156.99
985;9;Educação;Livros;1025.69
986;7;Outros;Presentes;411.97
987;22;Saúde;Consulta;915.41
988;34;Transporte;Ônibus;386.69
989;32;Lazer;Show;323.68
990;9;Saúde;Consulta;972.61
991;5;Outros;Presentes;468.13
992;5;Outros;Taxas;251.97
993;8;Outros;Outros;1096.54
994;11;Lazer;Cinema;570.59
995;11;Saúde;Farmácia;918.61
996;12;Transporte;Manutenção;777.0
997;18;Saúde;Consulta;530.78
998;9;Outros;Presentes;526.1
999;7;Saúde;Consulta;221.21
1000;16;Outros;Taxas;327.67
1001;3;Transporte;Pedágio;758.78
1002;8;Educação;Material;780.03
1003;34;Transporte;Combustível;1097.23
1004;1;Educação;Material;87.25
1005;16;Saúde;Farmácia;599.26
1006;16;Outros;Taxas;427.63
1007;25;Educação;Livros;682.08
1008;27;Outros;Presentes;257.5
1009;28;Saúde;Academia;1449.73
1010;14;Moradia;Energia;841.64
1011;11;Lazer;Show;50.54
1012;19;Outros;Presentes;36.36
1013;4;Saúde;Academia;1098.73
1014;6;Educação;Cursos;895.84
1015;1;Saúde;Consulta;945.59
1016;24;Educação;Material;273.24
1017;14;Transporte;Manutenção;221.08
1018;8;Educação;Material;1478.1
1019;16;Outros;Presentes;1153.96
1020;3;Educação;Material;325.04
1021;3;Lazer;Show;1467.29
1022;35;Transporte;Pedágio;378.13
1023;24;Educação;Material;317.39
1024;11;Transporte;Pedágio;970.24
1025;1;Educação;Material;788.82
1026;9;Moradia;Água;274.36
1027;6;Moradia;Aluguel;827.75
1028;15;Alimentação;Delivery;1462.06
1029;24;Lazer;Show;883.54
1030;8;Moradia;Energia;1082.88
1031;21;Transporte;Manutenção;239.09
1032;19;Transporte;Pedágio;241.26
1033;27;Alimentação;Café;1081.52
1034;24;Alimentação;Delivery;1144.31
1035;15;Transporte;Manutenção;332.29
1036;26;Outros;Presentes;1018.88
1037;11;Moradia;Aluguel;779.46
1038;22;Alimentação;Café;356.21
1039;27;Lazer;Viagem;552.04
1040;35;Educação;Cursos;886.2
1041;5;Alimentação;Café;91.3
1042;6;Moradia;Internet;1101.34
1043;31;Outros;Presentes;697.4
1044;7;Outros;Presentes;1270.48
1045;6;Alimentação;Supermercado;701.52
1046;12;Moradia;Internet;1336.72
1047;22;Outros;Outros;32.2
1048;20;Outros;Taxas;84.77
1049;5;Lazer;Show;1260.35
1050;18;Saúde;Academia;1260.1
1051;35;Saúde;Consulta;233.43
1052;17;Educação;Cursos;1000.46
1053;28;Lazer;Streaming;944.35
1054;11;Moradia;Água;704.87
1055;17;Transporte;Pedágio;188.52
1056;12;Educação;Material;946.33
1057;35;Alimentação;Café;1360.67
1058;24;Alimentação;Delivery;186.48
1059;22;Transporte;Pedágio;1003.91
1060;1;Saúde;Consulta;22.65
1061;15;Alimentação;Supermercado;1033.41
1062;2;Transporte;Combustível;519.13
1063;8;Moradia;Água;1150.66
1064;11;Saúde;Academia;603.69
1065;17;Outros;Taxas;1082.02
1066;25;Educação;Material;1027.55
1067;14;Educação;Livros;1254.79
1068;2;Saúde;Consulta;26.69
1069;28;Outros;Presentes;53.82
1070;32;Outros;Outros;527.63
1071;22;Alimentação;Restaurante;512.45
1072;6;Outros;Presentes;1125.72
1073;21;Educação;Material;531.42
1074;21;Transporte;Manutenção;560.71
1075;2;Outros;Outros;918.93
1076;31;Outros;Outros;813.57
1077;4;Moradia;Energia;575.91
1078;2;Saúde;Academia;1192.49
1079;15;Educação;Cursos;699.44
1080;35;Lazer;Viagem;907.05
1081;8;Saúde;Academia;534.0
1082;5;Transporte;Manutenção;1398.1
1083;34;Transporte;Pedágio;210.08
1084;25;Outros;Taxas;1202.44
1085;20;Moradia;Internet;40.88
1086;7;Educação;Livros;416.78
1087;31;Alimentação;Delivery;1267.39
1088;36;Alimentação;Café;1269.71
1089;4;Lazer;Cinema;1178.72
1090;10;Transporte;Combustível;479.06
1091;8;Transporte;Combustível;53.8
1092;7;Educação;Cursos;487.79
1093;28;Saúde;Consulta;580.51
1094;8;Alimentação;Café;722.18
1095;35;Lazer;Viagem;416.88
1096;5;Saúde;Consulta;867.12
1097;20;Saúde;Consulta;444.33
1098;1;Educação;Material;99.84
1099;17;Saúde;Consulta;1335.97
1100;19;Lazer;Cinema;593.88
1101;27;Outros;Presentes;982.61
1102;15;Saúde;Consulta;285.66
1103;15;Moradia;Energia;1037.44
1104;21;Outros;Outros;447.87
1105;30;Lazer;Streaming;755.03
1106;14;Educação;Material;947.47
1107;31;Transporte;Ônibus;554.53
1108;16;Transporte;Ônibus;1472.87
1109;8;Saúde;Consulta;945.91
1110;15;Outros;Presentes;436.06
1111;10;Transporte;Manutenção;1337.14
1112;26;Saúde;Academia;1221.84
1113;26;Transporte;Combustível;896.35
1114;20;Transporte;Manutenção;185.2
1115;33;Alimentação;Supermercado;649.97
1116;35;Saúde;Consulta;222.73
1117;2;Alimentação;Restaurante;295.11
1118;10;Transporte;Manutenção;481.84
1119;28;Alimentação;Delivery;398.97
1120;22;Lazer;Viagem;963.3
1121;6;Moradia;Água;218.89
1122;30;Transporte;Manutenção;956.2
1123;16;Saúde;Academia;395.84
1124;36;Saúde;Farmácia;399.34
1125;15;Lazer;Viagem;1431.82
1126;36;Outros;Outros;617.04
1127;10;Saúde;Farmácia;808.48
1128;35;Lazer;Cinema;350.66
1129;32;Educação;Cursos;605.61
1130;33;Educação;Cursos;197.39
1131;30;Educação;Cursos;29.39
1132;18;Alimentação;Restaurante;1287.15
1133;30;Saúde;Consulta;1071.56
1134;23;Moradia;Energia;1432.27
1135;28;Outros;Outros;498.23
1136;21;Outros;Taxas;1044.66
1137;2;Saúde;Consulta;1275.57
1138;35;Moradia;Água;321.5
1139;2;Alimentação;Delivery;1280.33
1140;27;Moradia;Aluguel;315.66
1141;8;Educação;Material;1170.2
1142;11;Saúde;Academia;1470.59
1143;35;Saúde;Consulta;173.62
1144;19;Moradia;Água;787.34
1145;10;Saúde;Consulta;458.21
1146;35;Lazer;Show;770.13
1147;28;Transporte;Ônibus;1291.93
1148;3;Outros;Outros;1041.55
1149;36;Moradia;Água;813.6
1150;9;Outros;Presentes;1427.61
1151;6;Lazer;Streaming;27.02
1152;26;Moradia;Energia;1121.56
1153;6;Alimentação;Restaurante;226.26
1154;22;Transporte;Pedágio;547.11
1155;17;Lazer;Show;713.55
1156;12;Outros;Outros;809.48
1157;4;Moradia;Internet;949.32
1158;23;Saúde;Consulta;503.23
1159;23;Saúde;Academia;181.79
1160;20;Educação;Material;876.41
1161;25;Saúde;Consulta;373.26
1162;3;Lazer;Show;415.51
1163;17;Outros;Taxas;531.11
1164;26;Saúde;Farmácia;1085.51
1165;35;Outros;Taxas;1390.63
1166;11;Educação;Material;400.89
1167;23;Saúde;Farmácia;304.27
1168;33;Educação;Livros;1177.65
1169;8;Moradia;Água;859.01
1170;6;Saúde;Farmácia;1006.01
1171;24;Alimentação;Café;1430.06
1172;17;Educação;Cursos;876.6
1173;35;Alimentação;Delivery;222.1
1174;9;Moradia;Água;217.57
1175;4;Lazer;Cinema;198.47
1176;32;Transporte;Ônibus;505.81
1177;7;Outros;Taxas;1361.89
1178;5;Alimentação;Delivery;237.61
1179;35;Educação;Livros;1286.76
1180;21;Educação;Cursos;801.07
1181;23;Transporte;Manutenção;1347.95
1182;26;Lazer;Show;699.07
1183;29;Transporte;Ônibus;1279.39
1184;12;Educação;Cursos;1350.64
1185;8;Outros;Presentes;577.6
1186;4;Outros;Presentes;610.8
1187;14;Lazer;Streaming;938.35
1188;21;Alimentação;Delivery;1390.45
1189;30;Lazer;Viagem;1128.83
1190;13;Lazer;Cinema;214.36
1191;27;Outros;Outros;154.28
1192;25;Lazer;Viagem;632.75
1193;2;Educação;Cursos;1080.9
1194;27;Educação;Livros;1162.07
1195;24;Transporte;Ônibus;872.28
1196;12;Saúde;Academia;745.55
1197;10;Lazer;Viagem;1470.79
1198;31;Transporte;Combustível;165.26
1199;36;Alimentação;Supermercado;1022.54
1200;13;Moradia;Internet;783.53
1201;35;Educação;Livros;459.86
1202;13;Saúde;Academia;510.77
1203;20;Educação;Material;1352.03
1204;30;Saúde;Consulta;131.15
1205;14;Transporte;Manutenção;158.04
1206;26;Transporte;Combustível;1297.22
1207;8;Outros;Presentes;920.75
1208;33;Alimentação;Restaurante;937.37
1209;23;Alimentação;Supermercado;803.62
1210;22;Lazer;Streaming;1413.93
1211;26;Educação;Livros;1338.63
1212;15;Moradia;Internet;980.11
1213;9;Outros;Taxas;1440.26
1214;16;Lazer;Viagem;31.86
1215;22;Transporte;Combustível;392.98
1216;7;Moradia;Internet;803.1
1217;18;Saúde;Consulta;91.36
1218;16;Lazer;Show;499.99
1219;22;Lazer;Viagem;1088.88
1220;22;Moradia;Água;50.39
1221;3;Lazer;Viagem;236.17
1222;6;Outros;Taxas;1393.05
1223;26;Saúde;Academia;687.07
1224;22;Alimentação;Delivery;1014.17
1225;10;Transporte;Pedágio;529.18
1226;14;Transporte;Pedágio;929.05
1227;18;Transporte;Combustível;830.1
1228;7;Transporte;Manutenção;463.57
1229;20;Outros;Presentes;106.93
1230;13;Saúde;Consulta;1270.85
1231;28;Saúde;Academia;879.56
1232;17;Lazer;Viagem;90.3
1233;30;Educação;Livros;384.8
1234;22;Outros;Taxas;303.22
1235;2;Lazer;Show;1248.31
1236;4;Moradia;Energia;1062.94
1237;10;Moradia;Aluguel;194.59
1238;11;Lazer;Cinema;1135.14
1239;13;Educação;Cursos;746.4
1240;26;Moradia;Água;929.32
1241;20;Educação;Cursos;1408.55
1242;13;Moradia;Aluguel;952.73
1243;34;Outros;Taxas;813.09
1244;25;Educação;Material;681.91
1245;14;Alimentação;Café;1268.87
1246;20;Outros;Taxas;1171.29
1247;7;Saúde;Consulta;1098.88
1248;8;Moradia;Aluguel;870.4
1249;26;Lazer;Cinema;949.39
1250;15;Alimentação;Café;468.3
1251;1;Transporte;Manutenção;754.9
1252;29;Saúde;Academia;257.95
1253;35;Outros;Presentes;709.18
1254;27;Outros;Outros;708.04
1255;23;Lazer;Viagem;297.07
1256;15;Outros;Presentes;246.4
1257;17;Saúde;Farmácia;664.08
1258;9;Alimentação;Supermercado;1021.35
1259;5;Educação;Cursos;1315.31
1260;11;Lazer;Cinema;566.64
1261;21;Outros;Presentes;568.01
1262;29;Educação;Livros;728.07
1263;6;Alimentação;Supermercado;338.21
1264;15;Transporte;Ônibus;1093.97
1265;12;Saúde;Farmácia;791.4
1266;12;Transporte;Combustível;870.25
1267;4;Lazer;Streaming;291.65
1268;11;Transporte;Ônibus;449.48
1269;14;Transporte;Combustível;664.03
1270;19;Saúde;Farmácia;1429.91
1271;15;Educação;Cursos;225.23
1272;4;Alimentação;Supermercado;420.97
1273;36;Moradia;Água;176.28
1274;6;Outros;Outros;760.46
1275;23;Moradia;Energia;224.04
1276;13;Moradia;Internet;304.55
1277;15;Moradia;Energia;1353.07
1278;3;Moradia;Aluguel;350.25
1279;29;Alimentação;Café;1340.18
1280;34;Educação;Livros;1124.62
1281;15;Moradia;Energia;713.35
1282;9;Moradia;Aluguel;398.98
1283;20;Transporte;Pedágio;25.67
1284;35;Outros;Outros;1120.23
1285;13;Transporte;Pedágio;1131.48
1286;18;Transporte;Pedágio;735.23
1287;19;Moradia;Energia;134.05
1288;35;Saúde;Consulta;1015.93
1289;7;Educação;Material;171.28
1290;4;Transporte;Combustível;84.19
1291;14;Lazer;Viagem;158.71
1292;1;Transporte;Pedágio;599.35
1293;28;Lazer;Viagem;217.42
1294;19;Alimentação;Café;109.46
1295;1;Saúde;Academia;1121.3
1296;25;Saúde;Consulta;1360.49
1297;17;Moradia;Internet;137.33
1298;11;Educação;Cursos;1040.22
1299;36;Alimentação;Café;921.84
1300;30;Outros;Presentes;1204.54
1301;31;Alimentação;Café;751.94
1302;6;Outros;Outros;1476.11
1303;29;Lazer;Cinema;413.2
1304;14;Moradia;Aluguel;199.02
1305;36;Moradia;Água;1265.41
1306;22;Saúde;Consulta;775.69
1307;24;Saúde;Academia;1380.17
1308;15;Moradia;Energia;1314.79
1309;28;Outros;Presentes;564.9
1310;26;Moradia;Aluguel;831.45
1311;26;Alimentação;Supermercado;1497.81
1312;30;Transporte;Ônibus;1222.38
1313;17;Moradia;Água;607.18
1314;16;Alimentação;Café;133.31
1315;33;Saúde;Consulta;766.06
1316;34;Moradia;Internet;713.08
1317;15;Transporte;Manutenção;300.09
1318;11;Outros;Outros;983.98
1319;8;Outros;Outros;45.59
1320;11;Alimentação;Restaurante;585.04
1321;13;Outros;Presentes;1099.07
1322;29;Alimentação;Delivery;681.74
1323;33;Educação;Material;425.19
1324;7;Transporte;Pedágio;126.2
1325;9;Saúde;Farmácia;1212.58
1326;8;Moradia;Internet;1086.59
1327;20;Moradia;Água;1003.53
1328;32;Educação;Material;89.69
1329;17;Outros;Outros;274.21
1330;34;Outros;Outros;1058.1
1331;19;Outros;Presentes;1031.19
1332;32;Moradia;Internet;123.87
1333;9;Alimentação;Café;354.68
1334;33;Saúde;Consulta;162.27
1335;35;Outros;Outros;1489.89
1336;28;Outros;Outros;1259.13
1337;14;Outros;Presentes;294.75
1338;7;Moradia;Energia;1220.96
1339;24;Lazer;Cinema;1122.88
1340;10;Transporte;Manutenção;417.94
1341;36;Outros;Outros;149.37
1342;14;Educação;Material;492.56
1343;5;Alimentação;Restaurante;1408.83
1344;26;Moradia;Aluguel;488.78
1345;6;Saúde;Academia;907.32
1346;4;Saúde;Academia;614.89
1347;34;Outros;Taxas;206.9
1348;5;Saúde;Farmácia;1104.96
1349;21;Alimentação;Delivery;311.28
1350;2;Educação;Cursos;421.69
1351;29;Outros;Presentes;397.32
1352;5;Educação;Livros;636.37
1353;35;Educação;Livros;843.24
1354;8;Educação;Livros;277.05
1355;16;Transporte;Manutenção;805.64
1356;15;Alimentação;Supermercado;620.78
1357;2;Alimentação;Delivery;663.36
1358;32;Alimentação;Delivery;584.97
1359;14;Saúde;Consulta;1387.62
1360;36;Transporte;Combustível;67.31
1361;10;Transporte;Combustível;1287.93
1362;14;Moradia;Internet;77.27
1363;29;Outros;Presentes;753.45
1364;32;Moradia;Aluguel;632.93
1365;8;Outros;Presentes;252.21
1366;7;Transporte;Ônibus;709.17
1367;12;Transporte;Manutenção;255.29
1368;18;Outros;Presentes;578.34
1369;10;Outros;Presentes;273.98
1370;15;Outros;Outros;495.39
1371;16;Educação;Material;333.52
1372;21;Lazer;Show;1002.1
1373;29;Outros;Taxas;218.63
1374;20;Outros;Taxas;442.35
1375;8;Lazer;Cinema;1499.42
1376;2;Saúde;Consulta;197.75
1377;33;Transporte;Manutenção;1465.05
1378;10;Transporte;Pedágio;553.02
1379;16;Educação;Material;276.27
1380;24;Saúde;Consulta;1398.31
1381;16;Alimentação;Restaurante;499.38
1382;16;Lazer;Cinema;1000.05
1383;30;Alimentação;Café;992.3
1384;14;Lazer;Viagem;1000.32
1385;12;Saúde;Farmácia;822.24
1386;4;Saúde;Farmácia;60.39
1387;1;Transporte;Ônibus;1294.48
1388;33;Transporte;Ônibus;30.45
1389;30;Lazer;Cinema;1324.79
1390;21;Transporte;Ônibus;1292.62
1391;36;Moradia;Aluguel;338.74
1392;18;Transporte;Pedágio;365.39
1393;8;Educação;Livros;363.37
1394;22;Outros;Taxas;992.88
1395;12;Transporte;Manutenção;682.47
1396;23;Saúde;Academia;198.34
1397;10;Outros;Taxas;1215.23
1398;32;Lazer;Show;1141.3
1399;8;Educação;Cursos;1077.84
1400;32;Alimentação;Café;1217.04
1401;24;Alimentação;Café;128.55
1402;22;Moradia;Água;572.37
1403;8;Lazer;Cinema;1469.05
1404;19;Moradia;Água;677.78
1405;7;Alimentação;Delivery;48.76
1406;2;Outros;Taxas;68.51
1407;3;Moradia;Aluguel;229.93
1408;25;Saúde;Consulta;149.9
1409;15;Outros;Taxas;309.52
1410;36;Transporte;Combustível;1406.51
1411;18;Outros;Taxas;943.26
1412;11;Outros;Presentes;833.92
1413;9;Outros;Presentes;1150.97
1414;19;Moradia;Internet;1485.4
1415;33;Lazer;Show;233.03
1416;7;Lazer;Cinema;651.28
1417;9;Alimentação;Café;1497.55
1418;33;Alimentação;Restaurante;380.03
1419;16;Saúde;Consulta;1489.92
1420;31;Educação;Cursos;378.15
1421;29;Alimentação;Supermercado;141.2
1422;2;Outros;Presentes;1111.44
1423;25;Transporte;Manutenção;602.74
1424;17;Transporte;Manutenção;1282.61
1425;29;Lazer;Viagem;514.6
1426;5;Outros;Taxas;1344.8
1427;12;Lazer;Streaming;250.22
1428;31;Educação;Material;1284.9
1429;31;Alimentação;Supermercado;81.64
1430;11;Lazer;Streaming;519.45
1431;15;Saúde;Farmácia;1397.24
1432;23;Saúde;Academia;756.81
1433;24;Educação;Livros;863.99
1434;1;Saúde;Consulta;167.66
1435;34;Alimentação;Delivery;107.93
1436;15;Moradia;Internet;1232.27
1437;6;Saúde;Farmácia;305.31
1438;32;Saúde;Farmácia;570.25
1439;11;Lazer;Viagem;646.85
1440;11;Moradia;Internet;88.37
1441;31;Outros;Presentes;854.54
1442;18;Moradia;Energia;328.9
1443;1;Outros;Presentes;102.42
1444;12;Transporte;Manutenção;1295.64
1445;5;Transporte;Pedágio;53.12
1446;17;Alimentação;Delivery;1478.57
1447;1;Outros;Presentes;1281.5
1448;32;Moradia;Internet;544.96
1449;23;Outros;Taxas;713.13
1450;8;Outros;Presentes;889.11
1451;20;Alimentação;Restaurante;255.28
1452;1;Transporte;Pedágio;470.82
1453;18;Alimentação;Delivery;219.2
1454;24;Alimentação;Café;371.76
1455;32;Transporte;Combustível;279.74
1456;7;Transporte;Ônibus;1278.84
1457;7;Outros;Outros;919.01
1458;12;Transporte;Ônibus;367.22
1459;17;Alimentação;Café;1054.32
1460;19;Transporte;Ônibus;55.92
1461;33;Saúde;Academia;339.34
1462;15;Moradia;Internet;1017.89
1463;22;Saúde;Academia;254.01
1464;29;Moradia;Aluguel;842.13
1465;17;Moradia;Aluguel;513.42
1466;26;Lazer;Show;381.9
1467;12;Saúde;Academia;1365.46
1468;20;Educação;Material;773.59
1469;30;Outros;Taxas;1400.67
1470;16;Educação;Cursos;1422.21
1471;34;Moradia;Internet;1369.87
1472;31;Moradia;Energia;1206.31
1473;8;Alimentação;Restaurante;204.0
1474;20;Transporte;Combustível;889.6
1475;21;Moradia;Água;681.42
1476;15;Educação;Livros;171.13
1477;16;Outros;Outros;42.77
1478;2;Saúde;Consulta;1231.82
1479;30;Alimentação;Delivery;597.36
1480;26;Moradia;Água;834.17
1481;5;Saúde;Consulta;80.52
1482;1;Transporte;Pedágio;727.16
1483;16;Lazer;Streaming;1031.91
1484;35;Transporte;Combustível;1033.51
1485;34;Alimentação;Supermercado;642.67
1486;12;Educação;Material;1178.44
1487;2;Educação;Material;1063.6
1488;11;Transporte;Combustível;340.68
1489;19;Saúde;Academia;866.78
1490;29;Educação;Material;1149.15
1491;3;Outros;Presentes;669.14
1492;8;Moradia;Energia;789.87
1493;3;Lazer;Show;1190.82
1494;3;Saúde;Consulta;650.34
1495;2;Educação;Livros;997.45
1496;23;Saúde;Farmácia;106.45
1497;18;Educação;Livros;443.29
1498;28;Alimentação;Café;1424.7
1499;4;Saúde;Farmácia;1208.68
1500;25;Lazer;Streaming;377.12
1501;11;Alimentação;Restaurante;795.16
1502;25;Moradia;Energia;1483.57
1503;1;Lazer;Cinema;232.98
1504;31;Educação;Livros;983.09
1505;14;Alimentação;Restaurante;382.8
1506;22;Transporte;Ônibus;1454.84
1507;32;Alimentação;Delivery;1311.9
1508;14;Outros;Outros;56.51
1509;23;Alimentação;Delivery;1232.25
1510;11;Educação;Cursos;1271.28
1511;12;Outros;Presentes;508.08
1512;16;Transporte;Combustível;829.81
1513;15;Moradia;Aluguel;798.65
1514;21;Outros;Outros;765.79
1515;26;Alimentação;Supermercado;910.88
1516;20;Saúde;Academia;173.14
1517;20;Alimentação;Restaurante;905.85
1518;30;Educação;Cursos;44.98
1519;2;Saúde;Consulta;1136.97
1520;27;Saúde;Consulta;29.07
1521;16;Moradia;Aluguel;1445.25
1522;35;Moradia;Internet;1038.54
1523;30;Moradia;Água;329.44
1524;1;Lazer;Streaming;698.71
1525;23;Lazer;Streaming;94.4
1526;23;Educação;Livros;931.55
1527;10;Transporte;Pedágio;513.1
1528;8;Educação;Cursos;918.75
1529;2;Educação;Livros;1340.63
1530;7;Alimentação;Restaurante;839.35
1531;24;Moradia;Energia;763.87
