OrderKey,CustomerKey,StoreKey,OrderDate,DeliveryDate,CurrencyCode
1354018,1353561,470,2018-09-15,2018-09-15,USD
1354019,2030090,560,2018-09-15,2018-09-15,USD
1354020,1316577,500,2018-09-15,2018-09-15,USD
1354021,1202037,999999,2018-09-15,2018-09-21,USD
1354022,981239,999999,2018-09-15,2018-09-17,GBP
1354023,2043741,450,2018-09-15,2018-09-15,USD
1354024,908896,370,2018-09-15,2018-09-15,GBP
1354025,1931405,590,2018-09-15,2018-09-15,USD
1354026,2002213,610,2018-09-15,2018-09-15,USD
1354027,225065,999999,2018-09-15,2018-09-18,CAD
1354028,495594,220,2018-09-15,2018-09-15,EUR
1354029,453240,240,2018-09-15,2018-09-15,EUR
1354030,1421414,490,2018-09-15,2018-09-15,USD
1354031,1450175,430,2018-09-15,2018-09-15,USD
1354032,1577199,999999,2018-09-15,2018-09-20,USD
1354033,1156566,999999,2018-09-15,2018-09-23,GBP
1354034,1728974,560,2018-09-15,2018-09-15,USD
1354035,904872,400,2018-09-15,2018-09-15,GBP
1354036,1222830,630,2018-09-15,2018-09-15,USD
1354037,1060946,420,2018-09-15,2018-09-15,GBP
1354038,1922010,470,2018-09-15,2018-09-15,USD
1354039,1603106,650,2018-09-15,2018-09-15,USD
1354040,1522703,465,2018-09-15,2018-09-15,USD
1354041,1982948,480,2018-09-15,2018-09-15,USD
1354042,176960,999999,2018-09-15,2018-09-22,AUD
1354043,1603741,999999,2018-09-15,2018-09-17,USD
1354044,273991,74,2018-09-15,2018-09-15,CAD
1354045,786849,290,2018-09-15,2018-09-15,EUR
1354046,497426,190,2018-09-15,2018-09-15,EUR
1354047,1071238,400,2018-09-15,2018-09-15,GBP
1354048,1911875,480,2018-09-15,2018-09-15,USD
1355000,1435349,590,2018-09-16,2018-09-16,USD
1355001,1784259,999999,2018-09-16,2018-09-22,USD
1355002,1233837,550,2018-09-16,2018-09-16,USD
1355003,1150597,380,2018-09-16,2018-09-16,GBP
1356000,964998,999999,2018-09-17,2018-09-20,GBP
1356001,318808,999999,2018-09-17,2018-09-20,CAD
1356002,548935,220,2018-09-17,2018-09-17,EUR
1356003,552241,190,2018-09-17,2018-09-17,EUR
1356004,1517458,999999,2018-09-17,2018-09-21,USD
1356005,1455786,999999,2018-09-17,2018-09-22,USD
1356006,2031711,610,2018-09-17,2018-09-17,USD
1356007,1131139,390,2018-09-17,2018-09-17,GBP
1356008,1027272,420,2018-09-17,2018-09-17,GBP
1356009,1686706,465,2018-09-17,2018-09-17,USD
1356010,522684,270,2018-09-17,2018-09-17,EUR
1356011,764427,999999,2018-09-17,2018-09-22,EUR
1356012,1900940,620,2018-09-17,2018-09-17,USD
1356013,1130321,370,2018-09-17,2018-09-17,GBP
1356014,1231218,440,2018-09-17,2018-09-17,USD
1356015,1844201,490,2018-09-17,2018-09-17,USD
1356016,1274363,550,2018-09-17,2018-09-17,USD
1356017,499760,230,2018-09-17,2018-09-17,EUR
1356018,1749240,999999,2018-09-17,2018-09-22,USD
1356019,1799567,450,2018-09-17,2018-09-17,USD
1356020,857363,320,2018-09-17,2018-09-17,EUR
1356021,224168,80,2018-09-17,2018-09-17,CAD
1356022,821580,310,2018-09-17,2018-09-17,EUR
1357000,1250957,490,2018-09-18,2018-09-18,USD
1357001,1976256,470,2018-09-18,2018-09-18,USD
1357002,436006,190,2018-09-18,2018-09-18,EUR
1357003,1729763,605,2018-09-18,2018-09-18,USD
1357004,1870509,660,2018-09-18,2018-09-18,USD
1357005,1222142,999999,2018-09-18,2018-09-26,USD
1357006,2003124,540,2018-09-18,2018-09-18,USD
1357007,1311146,490,2018-09-18,2018-09-18,USD
1357008,1857741,480,2018-09-18,2018-09-18,USD
1357009,1903611,470,2018-09-18,2018-09-18,USD
1357010,1523626,465,2018-09-18,2018-09-18,USD
1357011,1792501,560,2018-09-18,2018-09-18,USD
1357012,1907606,630,2018-09-18,2018-09-18,USD
1357013,1378910,585,2018-09-18,2018-09-18,USD
1357014,1580709,530,2018-09-18,2018-09-18,USD
1357015,1966236,999999,2018-09-18,2018-09-22,USD
1357016,1815621,540,2018-09-18,2018-09-18,USD
1357017,65249,50,2018-09-18,2018-09-18,AUD
1357018,1920683,480,2018-09-18,2018-09-18,USD
1357019,975858,380,2018-09-18,2018-09-18,GBP
1357020,1257518,630,2018-09-18,2018-09-18,USD
1357021,245992,80,2018-09-18,2018-09-18,CAD
1357022,1657575,630,2018-09-18,2018-09-18,USD
1357023,822216,310,2018-09-18,2018-09-18,EUR
1357024,1864424,999999,2018-09-18,2018-09-23,USD
1357025,302540,74,2018-09-18,2018-09-18,CAD
1357026,2040910,590,2018-09-18,2018-09-18,USD
1357027,2057686,605,2018-09-18,2018-09-18,USD
1358000,1333025,490,2018-09-19,2018-09-19,USD
1358001,1353322,999999,2018-09-19,2018-09-26,USD
1358002,1164730,400,2018-09-19,2018-09-19,GBP
1358003,739971,300,2018-09-19,2018-09-19,EUR
1358004,1178060,390,2018-09-19,2018-09-19,GBP
1358005,1166782,420,2018-09-19,2018-09-19,GBP
1358006,1329850,999999,2018-09-19,2018-09-22,USD
1358007,1494593,620,2018-09-19,2018-09-19,USD
1358008,4726,35,2018-09-19,2018-09-19,AUD
1358009,1755714,605,2018-09-19,2018-09-19,USD
1358010,172725,40,2018-09-19,2018-09-19,AUD
1358011,1817531,500,2018-09-19,2018-09-19,USD
1358012,1574964,999999,2018-09-19,2018-09-24,USD
1358013,2084797,450,2018-09-19,2018-09-19,USD
1358014,2073968,999999,2018-09-19,2018-09-22,USD
1358015,1981373,470,2018-09-19,2018-09-19,USD
1358016,39443,40,2018-09-19,2018-09-19,AUD
1358017,618435,130,2018-09-19,2018-09-19,EUR
1358018,2068748,500,2018-09-19,2018-09-19,USD
1358019,1766407,480,2018-09-19,2018-09-19,USD
1358020,1840625,500,2018-09-19,2018-09-19,USD
1358021,1651954,470,2018-09-19,2018-09-19,USD
1358022,2093308,450,2018-09-19,2018-09-19,USD
1358023,1773858,480,2018-09-19,2018-09-19,USD
1358024,1004863,390,2018-09-19,2018-09-19,GBP
1358025,1473342,999999,2018-09-19,2018-09-21,USD
1358026,46783,50,2018-09-19,2018-09-19,AUD
1358027,2041416,999999,2018-09-19,2018-09-26,USD
1358028,524959,270,2018-09-19,2018-09-19,EUR
1358029,285347,90,2018-09-19,2018-09-19,CAD
1358030,196094,60,2018-09-19,2018-09-19,AUD
1358031,519589,999999,2018-09-19,2018-09-22,EUR
1358032,577457,999999,2018-09-19,2018-09-24,EUR
1358033,1717312,470,2018-09-19,2018-09-19,USD
1358034,556137,210,2018-09-19,2018-09-19,EUR
1358035,91554,60,2018-09-19,2018-09-19,AUD
1358036,1546554,999999,2018-09-19,2018-09-22,USD
1359000,939239,360,2018-09-20,2018-09-20,GBP
1359001,1762638,999999,2018-09-20,2018-09-23,USD
1359002,1400224,560,2018-09-20,2018-09-20,USD
1359003,2074598,470,2018-09-20,2018-09-20,USD
1359004,1119064,400,2018-09-20,2018-09-20,GBP
1359005,221360,74,2018-09-20,2018-09-20,CAD
1359006,1261769,620,2018-09-20,2018-09-20,USD
1359007,1889113,999999,2018-09-20,2018-09-24,USD
1359008,749828,300,2018-09-20,2018-09-20,EUR
1359009,733984,300,2018-09-20,2018-09-20,EUR
1359010,480031,240,2018-09-20,2018-09-20,EUR
1359011,712809,290,2018-09-20,2018-09-20,EUR
1359012,749424,300,2018-09-20,2018-09-20,EUR
1359013,1207904,620,2018-09-20,2018-09-20,USD
1359014,244410,100,2018-09-20,2018-09-20,CAD
1359015,1677815,470,2018-09-20,2018-09-20,USD
1359016,574099,230,2018-09-20,2018-09-20,EUR
1359017,1135966,420,2018-09-20,2018-09-20,GBP
1359018,691064,180,2018-09-20,2018-09-20,EUR
1359019,421902,230,2018-09-20,2018-09-20,EUR
1359020,1176778,400,2018-09-20,2018-09-20,GBP
1359021,1436706,470,2018-09-20,2018-09-20,USD
1359022,1042541,390,2018-09-20,2018-09-20,GBP
1359023,1637616,999999,2018-09-20,2018-09-30,USD
1359024,580165,999999,2018-09-20,2018-09-21,EUR
1359025,1320766,440,2018-09-20,2018-09-20,USD
1359026,569441,999999,2018-09-20,2018-09-25,EUR
1359027,2054444,470,2018-09-20,2018-09-20,USD
1359028,243182,74,2018-09-20,2018-09-20,CAD
1359029,1703117,560,2018-09-20,2018-09-20,USD
1359030,1623692,999999,2018-09-20,2018-09-27,USD
1359031,1333400,490,2018-09-20,2018-09-20,USD
1359032,1717948,999999,2018-09-20,2018-09-25,USD
1359033,1092138,400,2018-09-20,2018-09-20,GBP
1359034,930802,380,2018-09-20,2018-09-20,GBP
1359035,1631192,610,2018-09-20,2018-09-20,USD
1359036,1628637,465,2018-09-20,2018-09-20,USD
1359037,662381,130,2018-09-20,2018-09-20,EUR
1359038,1091817,370,2018-09-20,2018-09-20,GBP
1360000,391079,74,2018-09-21,2018-09-21,CAD
1360001,240624,74,2018-09-21,2018-09-21,CAD
1360002,925219,999999,2018-09-21,2018-09-26,GBP
1360003,92538,60,2018-09-21,2018-09-21,AUD
1360004,1556899,590,2018-09-21,2018-09-21,USD
1360005,1146213,360,2018-09-21,2018-09-21,GBP
1360006,502212,999999,2018-09-21,2018-09-28,EUR
1360007,1089660,390,2018-09-21,2018-09-21,GBP
1360008,1953583,560,2018-09-21,2018-09-21,USD
1360009,890699,999999,2018-09-21,2018-09-24,EUR
1360010,895440,330,2018-09-21,2018-09-21,EUR
1360011,1567909,465,2018-09-21,2018-09-21,USD
1360012,1244296,999999,2018-09-21,2018-09-25,USD
1360013,1930396,630,2018-09-21,2018-09-21,USD
1360014,1247610,570,2018-09-21,2018-09-21,USD
1360015,477965,210,2018-09-21,2018-09-21,EUR
1360016,1438614,660,2018-09-21,2018-09-21,USD
1360017,2091905,590,2018-09-21,2018-09-21,USD
1360018,216906,74,2018-09-21,2018-09-21,CAD
1360019,326771,999999,2018-09-21,2018-09-25,CAD
1360020,1004822,360,2018-09-21,2018-09-21,GBP
1360021,579433,230,2018-09-21,2018-09-21,EUR
1360022,1277214,440,2018-09-21,2018-09-21,USD
1360023,1671813,500,2018-09-21,2018-09-21,USD
1360024,1724349,570,2018-09-21,2018-09-21,USD
1360025,1051177,370,2018-09-21,2018-09-21,GBP
1360026,1588421,585,2018-09-21,2018-09-21,USD
1360027,2000335,670,2018-09-21,2018-09-21,USD
1360028,329165,90,2018-09-21,2018-09-21,CAD
1361000,1972105,660,2018-09-22,2018-09-22,USD
1361001,1419502,430,2018-09-22,2018-09-22,USD
1361002,1808600,590,2018-09-22,2018-09-22,USD
1361003,180138,50,2018-09-22,2018-09-22,AUD
1361004,387767,999999,2018-09-22,2018-09-25,CAD
1361005,1064008,380,2018-09-22,2018-09-22,GBP
1361006,511871,255,2018-09-22,2018-09-22,EUR
1361007,458783,200,2018-09-22,2018-09-22,EUR
1361008,1530223,550,2018-09-22,2018-09-22,USD
1361009,732363,290,2018-09-22,2018-09-22,EUR
1361010,1900407,999999,2018-09-22,2018-10-01,USD
1361011,2032301,610,2018-09-22,2018-09-22,USD
1361012,1623105,999999,2018-09-22,2018-09-27,USD
1361013,1692096,500,2018-09-22,2018-09-22,USD
1361014,2000115,999999,2018-09-22,2018-09-27,USD
1361016,179719,60,2018-09-22,2018-09-22,AUD
1361017,1339714,490,2018-09-22,2018-09-22,USD
1361018,2027293,430,2018-09-22,2018-09-22,USD
1361019,554580,255,2018-09-22,2018-09-22,EUR
1361020,35536,40,2018-09-22,2018-09-22,AUD
1361021,1368325,999999,2018-09-22,2018-09-26,USD
1361022,1647420,999999,2018-09-22,2018-09-27,USD
1361023,1185031,390,2018-09-22,2018-09-22,GBP
1361024,1749736,999999,2018-09-22,2018-09-26,USD
1361025,1979088,590,2018-09-22,2018-09-22,USD
1361026,500965,255,2018-09-22,2018-09-22,EUR
1361027,1617943,480,2018-09-22,2018-09-22,USD
1361028,1069972,370,2018-09-22,2018-09-22,GBP
1361029,401758,999999,2018-09-22,2018-09-27,EUR
1361030,1845985,550,2018-09-22,2018-09-22,USD
1361031,1857966,490,2018-09-22,2018-09-22,USD
1361032,93270,35,2018-09-22,2018-09-22,AUD
1361033,1221756,585,2018-09-22,2018-09-22,USD
1361034,1102983,999999,2018-09-22,2018-09-27,GBP
1361035,951149,360,2018-09-22,2018-09-22,GBP
1361036,1491642,570,2018-09-22,2018-09-22,USD
1361037,471697,270,2018-09-22,2018-09-22,EUR
1361038,1085094,390,2018-09-22,2018-09-22,GBP
1361039,885863,310,2018-09-22,2018-09-22,EUR
1361040,99516,50,2018-09-22,2018-09-22,AUD
1361041,1889296,590,2018-09-22,2018-09-22,USD
1361042,672597,160,2018-09-22,2018-09-22,EUR
1361043,272098,80,2018-09-22,2018-09-22,CAD
1361044,1176316,999999,2018-09-22,2018-09-24,GBP
1361045,1160636,380,2018-09-22,2018-09-22,GBP
1361046,2088018,500,2018-09-22,2018-09-22,USD
1361047,1840413,630,2018-09-22,2018-09-22,USD
1362000,879009,340,2018-09-23,2018-09-23,EUR
1362001,1441818,999999,2018-09-23,2018-09-25,USD
1362002,775556,300,2018-09-23,2018-09-23,EUR
1362003,85751,50,2018-09-23,2018-09-23,AUD
1363000,400166,270,2018-09-24,2018-09-24,EUR
1363001,570761,999999,2018-09-24,2018-09-27,EUR
1363002,1635861,630,2018-09-24,2018-09-24,USD
1363003,1905553,605,2018-09-24,2018-09-24,USD
1363004,249741,100,2018-09-24,2018-09-24,CAD
1363005,1407145,560,2018-09-24,2018-09-24,USD
1363006,1867615,550,2018-09-24,2018-09-24,USD
1363007,1866441,999999,2018-09-24,2018-09-28,USD
1363008,1038214,420,2018-09-24,2018-09-24,GBP
1363009,1329034,510,2018-09-24,2018-09-24,USD
1363010,1371715,560,2018-09-24,2018-09-24,USD
1363011,1593000,450,2018-09-24,2018-09-24,USD
1363012,450540,270,2018-09-24,2018-09-24,EUR
1363013,525497,200,2018-09-24,2018-09-24,EUR
1363014,998979,999999,2018-09-24,2018-09-29,GBP
1363015,349099,74,2018-09-24,2018-09-24,CAD
1363016,1764695,585,2018-09-24,2018-09-24,USD
1363017,2090827,630,2018-09-24,2018-09-24,USD
1363018,1467123,590,2018-09-24,2018-09-24,USD
1363019,1530880,630,2018-09-24,2018-09-24,USD
1363020,1774536,650,2018-09-24,2018-09-24,USD
1363021,318867,74,2018-09-24,2018-09-24,CAD
1364000,1614124,530,2018-09-25,2018-09-25,USD
1364001,1888004,570,2018-09-25,2018-09-25,USD
1364002,167819,50,2018-09-25,2018-09-25,AUD
1364003,709168,300,2018-09-25,2018-09-25,EUR
1364004,594952,255,2018-09-25,2018-09-25,EUR
1364005,1498433,440,2018-09-25,2018-09-25,USD
1364006,687388,160,2018-09-25,2018-09-25,EUR
1364007,1990287,999999,2018-09-25,2018-10-01,USD
1364008,209143,80,2018-09-25,2018-09-25,CAD
1364009,2029764,540,2018-09-25,2018-09-25,USD
1364010,1850582,450,2018-09-25,2018-09-25,USD
1364011,1134301,999999,2018-09-25,2018-09-28,GBP
1364012,2007327,660,2018-09-25,2018-09-25,USD
1364013,1243630,590,2018-09-25,2018-09-25,USD
1364014,1032907,400,2018-09-25,2018-09-25,GBP
1364015,601004,130,2018-09-25,2018-09-25,EUR
1364016,238882,90,2018-09-25,2018-09-25,CAD
1364017,1310026,560,2018-09-25,2018-09-25,USD
1364018,1891689,570,2018-09-25,2018-09-25,USD
1364019,1968036,465,2018-09-25,2018-09-25,USD
1364020,2010130,620,2018-09-25,2018-09-25,USD
1364021,1817381,570,2018-09-25,2018-09-25,USD
1364022,847545,320,2018-09-25,2018-09-25,EUR
1364023,1078743,380,2018-09-25,2018-09-25,GBP
1364024,1793649,650,2018-09-25,2018-09-25,USD
1364025,212142,80,2018-09-25,2018-09-25,CAD
1364026,2094944,650,2018-09-25,2018-09-25,USD
1365000,1463281,999999,2018-09-26,2018-10-01,USD
1365001,465842,200,2018-09-26,2018-09-26,EUR
1365002,1686245,660,2018-09-26,2018-09-26,USD
1365003,1356639,650,2018-09-26,2018-09-26,USD
1365004,2086135,999999,2018-09-26,2018-09-28,USD
1365005,1884645,610,2018-09-26,2018-09-26,USD
1365006,1698380,999999,2018-09-26,2018-09-30,USD
1365007,1496664,605,2018-09-26,2018-09-26,USD
1365008,626696,150,2018-09-26,2018-09-26,EUR
1365010,1355925,590,2018-09-26,2018-09-26,USD
1365011,1034183,360,2018-09-26,2018-09-26,GBP
1365012,979383,360,2018-09-26,2018-09-26,GBP
1365013,1689604,620,2018-09-26,2018-09-26,USD
1365014,1867683,440,2018-09-26,2018-09-26,USD
1365015,832790,340,2018-09-26,2018-09-26,EUR
1365016,1979131,630,2018-09-26,2018-09-26,USD
1365017,1050304,380,2018-09-26,2018-09-26,GBP
1365018,1750565,500,2018-09-26,2018-09-26,USD
1365019,1951794,540,2018-09-26,2018-09-26,USD
1365020,939085,400,2018-09-26,2018-09-26,GBP
1365021,1472841,999999,2018-09-26,2018-09-29,USD
1365022,1105892,999999,2018-09-26,2018-09-30,GBP
1365023,935084,360,2018-09-26,2018-09-26,GBP
1365024,1708131,465,2018-09-26,2018-09-26,USD
1365025,262954,100,2018-09-26,2018-09-26,CAD
1365026,390134,999999,2018-09-26,2018-09-30,CAD
1365027,50348,999999,2018-09-26,2018-09-30,AUD
1365028,1584751,430,2018-09-26,2018-09-26,USD
1365029,1123267,420,2018-09-26,2018-09-26,GBP
1365030,392223,90,2018-09-26,2018-09-26,CAD
1365031,1465639,450,2018-09-26,2018-09-26,USD
1365032,796419,290,2018-09-26,2018-09-26,EUR
1365033,926943,999999,2018-09-26,2018-09-30,GBP
1365034,1279962,999999,2018-09-26,2018-09-30,USD
1365035,1821950,465,2018-09-26,2018-09-26,USD
1365036,998594,370,2018-09-26,2018-09-26,GBP
1366000,1190996,370,2018-09-27,2018-09-27,GBP
1366001,491453,999999,2018-09-27,2018-09-28,EUR
1366002,2074809,999999,2018-09-27,2018-10-02,USD
1366003,480453,255,2018-09-27,2018-09-27,EUR
1366004,314668,100,2018-09-27,2018-09-27,CAD
1366005,371795,74,2018-09-27,2018-09-27,CAD
1366006,1703941,999999,2018-09-27,2018-10-05,USD
1366007,913526,999999,2018-09-27,2018-09-30,GBP
1366008,842548,999999,2018-09-27,2018-10-02,EUR
1366009,2042530,440,2018-09-27,2018-09-27,USD
1366010,735535,999999,2018-09-27,2018-10-01,EUR
1366011,1835060,660,2018-09-27,2018-09-27,USD
1366012,245659,74,2018-09-27,2018-09-27,CAD
1366013,2056348,585,2018-09-27,2018-09-27,USD
1366014,1593624,590,2018-09-27,2018-09-27,USD
1366015,2074711,590,2018-09-27,2018-09-27,USD
1366016,476372,270,2018-09-27,2018-09-27,EUR
1366017,1777491,540,2018-09-27,2018-09-27,USD
1366018,1135676,400,2018-09-27,2018-09-27,GBP
1366019,2043545,999999,2018-09-27,2018-10-01,USD
1366020,1779187,585,2018-09-27,2018-09-27,USD
1366021,1102233,400,2018-09-27,2018-09-27,GBP
1366022,1114359,360,2018-09-27,2018-09-27,GBP
1366023,483495,190,2018-09-27,2018-09-27,EUR
1366024,1953458,450,2018-09-27,2018-09-27,USD
1366025,1471192,999999,2018-09-27,2018-10-01,USD
1366026,797302,999999,2018-09-27,2018-10-01,EUR
1366027,2014220,510,2018-09-27,2018-09-27,USD
1366028,858971,330,2018-09-27,2018-09-27,EUR
1366029,720479,290,2018-09-27,2018-09-27,EUR
1366030,517877,220,2018-09-27,2018-09-27,EUR
1366031,1305053,510,2018-09-27,2018-09-27,USD
1366032,851166,999999,2018-09-27,2018-10-01,EUR
1366033,1409567,470,2018-09-27,2018-09-27,USD
1366034,247161,999999,2018-09-27,2018-09-28,CAD
1366035,1401746,590,2018-09-27,2018-09-27,USD
1366036,215773,80,2018-09-27,2018-09-27,CAD
1366037,638125,999999,2018-09-27,2018-10-04,EUR
1367000,1476425,630,2018-09-28,2018-09-28,USD
1367001,1985627,585,2018-09-28,2018-09-28,USD
1367002,856248,310,2018-09-28,2018-09-28,EUR
1367003,1145976,999999,2018-09-28,2018-09-30,GBP
1367004,1266167,480,2018-09-28,2018-09-28,USD
1367005,533548,270,2018-09-28,2018-09-28,EUR
1367006,419009,220,2018-09-28,2018-09-28,EUR
1367007,2055528,999999,2018-09-28,2018-10-08,USD
1367008,1652134,999999,2018-09-28,2018-10-03,USD
1367009,1294257,440,2018-09-28,2018-09-28,USD
1367010,1673214,490,2018-09-28,2018-09-28,USD
1367011,608187,150,2018-09-28,2018-09-28,EUR
1367012,13094,50,2018-09-28,2018-09-28,AUD
1367013,1960207,450,2018-09-28,2018-09-28,USD
1367014,1413004,450,2018-09-28,2018-09-28,USD
1367015,1659425,999999,2018-09-28,2018-10-01,USD
1367016,27479,60,2018-09-28,2018-09-28,AUD
1367017,1886477,590,2018-09-28,2018-09-28,USD
1367018,1648812,605,2018-09-28,2018-09-28,USD
1367019,960879,400,2018-09-28,2018-09-28,GBP
1367020,1285825,465,2018-09-28,2018-09-28,USD
1367021,2046190,510,2018-09-28,2018-09-28,USD
1367022,1270275,450,2018-09-28,2018-09-28,USD
1367023,1801083,999999,2018-09-28,2018-10-02,USD
1367024,2084841,540,2018-09-28,2018-09-28,USD
1367025,47370,60,2018-09-28,2018-09-28,AUD
1367026,252544,80,2018-09-28,2018-09-28,CAD
1367027,2018095,999999,2018-09-28,2018-10-04,USD
1368000,1612736,500,2018-09-29,2018-09-29,USD
1368001,1450685,490,2018-09-29,2018-09-29,USD
1368002,1368915,620,2018-09-29,2018-09-29,USD
1368003,1112578,400,2018-09-29,2018-09-29,GBP
1368004,1993157,999999,2018-09-29,2018-10-02,USD
1368005,396080,999999,2018-09-29,2018-10-02,CAD
1368006,1169875,420,2018-09-29,2018-09-29,GBP
1368007,864574,999999,2018-09-29,2018-10-01,EUR
1368008,525738,230,2018-09-29,2018-09-29,EUR
1368009,1485000,999999,2018-09-29,2018-10-03,USD
1368010,2026868,999999,2018-09-29,2018-10-02,USD
1368011,215605,90,2018-09-29,2018-09-29,CAD
1368012,2019219,510,2018-09-29,2018-09-29,USD
1368013,1247210,490,2018-09-29,2018-09-29,USD
1368014,1659616,999999,2018-09-29,2018-10-02,USD
1368015,1665468,610,2018-09-29,2018-09-29,USD
1368016,385147,999999,2018-09-29,2018-10-02,CAD
1368017,1530512,605,2018-09-29,2018-09-29,USD
1368018,1589600,630,2018-09-29,2018-09-29,USD
1368019,1653434,999999,2018-09-29,2018-10-03,USD
1368020,385246,74,2018-09-29,2018-09-29,CAD
1368021,242379,74,2018-09-29,2018-09-29,CAD
1368022,1311027,490,2018-09-29,2018-09-29,USD
1368023,435447,999999,2018-09-29,2018-10-05,EUR
1368024,819896,320,2018-09-29,2018-09-29,EUR
1368025,1358282,440,2018-09-29,2018-09-29,USD
1368026,160422,50,2018-09-29,2018-09-29,AUD
1368027,418227,999999,2018-09-29,2018-10-05,EUR
1368028,1965541,605,2018-09-29,2018-09-29,USD
1368029,1187159,360,2018-09-29,2018-09-29,GBP
1368030,1220366,999999,2018-09-29,2018-10-03,USD
1368031,1583331,590,2018-09-29,2018-09-29,USD
1368032,1130965,999999,2018-09-29,2018-10-04,GBP
1368033,1509098,660,2018-09-29,2018-09-29,USD
1368034,1945898,510,2018-09-29,2018-09-29,USD
1368035,764583,300,2018-09-29,2018-09-29,EUR
1368036,1665529,660,2018-09-29,2018-09-29,USD
1368037,1464112,650,2018-09-29,2018-09-29,USD
1368038,1506398,500,2018-09-29,2018-09-29,USD
1368039,1358328,590,2018-09-29,2018-09-29,USD
1368040,1649394,999999,2018-09-29,2018-10-03,USD
1368041,1286458,630,2018-09-29,2018-09-29,USD
1368042,1383850,999999,2018-09-29,2018-10-04,USD
1368043,2087379,490,2018-09-29,2018-09-29,USD
1368044,2009143,570,2018-09-29,2018-09-29,USD
1368045,1778627,500,2018-09-29,2018-09-29,USD
1368046,576268,190,2018-09-29,2018-09-29,EUR
1369000,969644,420,2018-09-30,2018-09-30,GBP
1369001,1198909,400,2018-09-30,2018-09-30,GBP
1369002,1698943,605,2018-09-30,2018-09-30,USD
1369003,852371,320,2018-09-30,2018-09-30,EUR
1370000,358171,100,2018-10-01,2018-10-01,CAD
1370001,539759,240,2018-10-01,2018-10-01,EUR
1370002,706163,300,2018-10-01,2018-10-01,EUR
1370003,1762812,440,2018-10-01,2018-10-01,USD
1370004,2032358,440,2018-10-01,2018-10-01,USD
1370005,2083910,610,2018-10-01,2018-10-01,USD
1370006,2067755,510,2018-10-01,2018-10-01,USD
1370007,1768600,999999,2018-10-01,2018-10-05,USD
1370008,569953,999999,2018-10-01,2018-10-05,EUR
1370009,2096487,999999,2018-10-01,2018-10-06,USD
1370010,131943,60,2018-10-01,2018-10-01,AUD
1370011,1485814,590,2018-10-01,2018-10-01,USD
1370012,683269,140,2018-10-01,2018-10-01,EUR
1370013,1694977,430,2018-10-01,2018-10-01,USD
1370014,1328805,999999,2018-10-01,2018-10-04,USD
1370015,1188373,999999,2018-10-01,2018-10-08,GBP
1370016,1889944,560,2018-10-01,2018-10-01,USD
1370017,755779,290,2018-10-01,2018-10-01,EUR
1370018,2017674,620,2018-10-01,2018-10-01,USD
1370019,1517332,620,2018-10-01,2018-10-01,USD
1370020,1951807,999999,2018-10-01,2018-10-05,USD
1371000,1329865,590,2018-10-02,2018-10-02,USD
1371001,584897,255,2018-10-02,2018-10-02,EUR
1371002,293880,80,2018-10-02,2018-10-02,CAD
1371003,1713944,999999,2018-10-02,2018-10-07,USD
1371004,1850285,500,2018-10-02,2018-10-02,USD
1371005,1394662,450,2018-10-02,2018-10-02,USD
1371006,949739,360,2018-10-02,2018-10-02,GBP
1371007,952998,380,2018-10-02,2018-10-02,GBP
1371008,435417,270,2018-10-02,2018-10-02,EUR
1371009,742529,300,2018-10-02,2018-10-02,EUR
1371010,1024119,400,2018-10-02,2018-10-02,GBP
1371011,978578,400,2018-10-02,2018-10-02,GBP
1371012,891381,330,2018-10-02,2018-10-02,EUR
1371013,792199,300,2018-10-02,2018-10-02,EUR
1371014,1976055,590,2018-10-02,2018-10-02,USD
1371015,608893,160,2018-10-02,2018-10-02,EUR
1371016,1679201,465,2018-10-02,2018-10-02,USD
1371017,1553943,450,2018-10-02,2018-10-02,USD
1371018,1765184,585,2018-10-02,2018-10-02,USD
1371019,848699,310,2018-10-02,2018-10-02,EUR
1371020,1642385,999999,2018-10-02,2018-10-06,USD
1371021,1030062,400,2018-10-02,2018-10-02,GBP
1371022,1089835,420,2018-10-02,2018-10-02,GBP
1371023,1881858,450,2018-10-02,2018-10-02,USD
1371024,1473394,999999,2018-10-02,2018-10-05,USD
1371025,1160398,400,2018-10-02,2018-10-02,GBP
1371026,1653020,999999,2018-10-02,2018-10-05,USD
1371027,1473619,560,2018-10-02,2018-10-02,USD
1371028,1929804,470,2018-10-02,2018-10-02,USD
1372000,804296,330,2018-10-03,2018-10-03,EUR
1372001,1840708,540,2018-10-03,2018-10-03,USD
1372002,465057,190,2018-10-03,2018-10-03,EUR
1372003,325171,100,2018-10-03,2018-10-03,CAD
1372004,1508624,999999,2018-10-03,2018-10-06,USD
1372005,577381,999999,2018-10-03,2018-10-07,EUR
1372006,1878216,430,2018-10-03,2018-10-03,USD
1372007,883077,330,2018-10-03,2018-10-03,EUR
1372008,525405,190,2018-10-03,2018-10-03,EUR
1372009,1042675,999999,2018-10-03,2018-10-08,GBP
1372010,1765686,450,2018-10-03,2018-10-03,USD
1372011,1105883,360,2018-10-03,2018-10-03,GBP
1372012,1254407,590,2018-10-03,2018-10-03,USD
1372013,1659281,450,2018-10-03,2018-10-03,USD
1372014,2085975,605,2018-10-03,2018-10-03,USD
1372015,1295481,999999,2018-10-03,2018-10-07,USD
1372016,2039154,660,2018-10-03,2018-10-03,USD
