OrderKey,LineNumber,OrderDate,DeliveryDate,CustomerKey,StoreKey,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost,CurrencyCode,ExchangeRate
1487034,0,2019-01-26,2019-01-26,1217753,470,82,5,33.251,33.251,15.293,USD,1.00000
1487035,0,2019-01-26,2019-01-26,939027,390,1152,1,1300,1300,430.716,GBP,0.76309
1487035,1,2019-01-26,2019-01-26,939027,390,1653,2,98.991,87.11208,50.472,GBP,0.76309
1487035,2,2019-01-26,2019-01-26,939027,390,1262,4,48.087,48.087,24.518,GBP,0.76309
1487036,0,2019-01-26,2019-01-26,1804524,430,645,1,418,372.02,138.5,USD,1.00000
1487037,0,2019-01-26,2019-01-26,1649663,570,1595,2,20.601,18.5409,6.822,USD,1.00000
1487037,1,2019-01-26,2019-01-26,1649663,570,1567,3,622.4,547.712,206.208,USD,1.00000
1487037,2,2019-01-26,2019-01-26,1649663,570,132,7,180,154.8,91.773,USD,1.00000
1487037,3,2019-01-26,2019-01-26,1649663,570,1123,6,426.4,426.4,196.092,USD,1.00000
1487037,4,2019-01-26,2019-01-26,1649663,570,1765,2,538.92,538.92,178.551,USD,1.00000
1487038,0,2019-01-26,2019-01-26,458543,200,408,3,1516,1516,697.16,EUR,0.88137
1487038,1,2019-01-26,2019-01-26,458543,200,188,2,105.21,94.689,48.384,EUR,0.88137
1487039,0,2019-01-26,2019-01-26,961429,400,2499,1,37.952,34.1568,19.344,GBP,0.76309
1487040,0,2019-01-26,2019-01-29,1622399,999999,1747,3,98.1,98.1,32.499,USD,1.00000
1487040,1,2019-01-26,2019-01-29,1622399,999999,455,4,1838,1635.82,608.96,USD,1.00000
1487040,2,2019-01-26,2019-01-29,1622399,999999,1451,2,428.8,428.8,197.184,USD,1.00000
1487041,0,2019-01-26,2019-01-30,118146,999999,1452,7,468.8,468.8,215.584,AUD,1.40481
1487041,1,2019-01-26,2019-01-30,118146,999999,1635,7,20.601,18.5409,6.822,AUD,1.40481
1487041,2,2019-01-26,2019-01-30,118146,999999,1383,1,20.784,20.784,10.592,AUD,1.40481
1487042,0,2019-01-26,2019-01-26,1582934,490,1684,1,15.201,13.37688,5.04,USD,1.00000
1487043,0,2019-01-26,2019-01-26,901429,420,85,9,81.9918,74.612538,37.7036,GBP,0.76309
1487043,1,2019-01-26,2019-01-26,901429,420,1630,4,20.601,18.12888,6.822,GBP,0.76309
1487043,2,2019-01-26,2019-01-26,901429,420,1577,2,197.1,179.361,65.304,GBP,0.76309
1487044,0,2019-01-26,2019-01-26,137159,60,427,1,938,825.44,431.36,AUD,1.40481
1487044,1,2019-01-26,2019-01-26,137159,60,459,8,539.8,539.8,275.2,AUD,1.40481
1487044,2,2019-01-26,2019-01-26,137159,60,1405,4,57.584,50.67392,26.48,AUD,1.40481
1487044,3,2019-01-26,2019-01-26,137159,60,458,2,459.8,418.418,234.42,AUD,1.40481
1487044,4,2019-01-26,2019-01-26,137159,60,1635,3,20.601,17.71686,6.822,AUD,1.40481
1487044,5,2019-01-26,2019-01-26,137159,60,101,1,98.4,87.576,45.2476,AUD,1.40481
1487044,6,2019-01-26,2019-01-26,137159,60,547,3,502,502,230.86,AUD,1.40481
1487045,0,2019-01-26,2019-01-26,729989,300,1226,2,1298.7,1298.7,430.287,EUR,0.88137
1487045,1,2019-01-26,2019-01-26,729989,300,1791,4,38.7,38.7,19.728,EUR,0.88137
1487045,2,2019-01-26,2019-01-26,729989,300,83,6,81.9918,74.612538,37.7036,EUR,0.88137
1487046,0,2019-01-26,2019-01-26,1637325,605,1428,7,428.8,428.8,197.184,USD,1.00000
1487047,0,2019-01-26,2019-02-02,2090231,999999,94,8,55.268,55.268,28.1752,USD,1.00000
1487047,1,2019-01-26,2019-02-02,2090231,999999,612,2,4998,4998,1655.94,USD,1.00000
1487047,2,2019-01-26,2019-02-02,2090231,999999,2064,1,114.7918,98.720948,58.5234,USD,1.00000
1487047,3,2019-01-26,2019-02-02,2090231,999999,1746,1,98.1,98.1,32.499,USD,1.00000
1487048,0,2019-01-26,2019-01-29,36086,999999,112,4,204.9918,178.342866,67.9206,AUD,1.40481
1487048,1,2019-01-26,2019-01-29,36086,999999,1599,6,52.092,52.092,23.958,AUD,1.40481
1487049,0,2019-01-26,2019-01-26,492508,230,1686,9,6.291,6.291,3.204,EUR,0.88137
1487049,1,2019-01-26,2019-01-26,492508,230,1675,4,6.201,5.5809,2.853,EUR,0.88137
1487049,2,2019-01-26,2019-01-26,492508,230,1412,3,462.4,462.4,212.64,EUR,0.88137
1487050,0,2019-01-26,2019-01-26,1036087,360,442,6,539.8,539.8,275.2,GBP,0.76309
1487050,1,2019-01-26,2019-01-26,1036087,360,1325,1,63.984,55.66608,29.424,GBP,0.76309
1487051,0,2019-01-26,2019-01-26,1265065,620,1670,8,8.091,7.20099,3.717,USD,1.00000
1487051,1,2019-01-26,2019-01-26,1265065,620,1593,1,12.501,12.00096,5.751,USD,1.00000
1487051,2,2019-01-26,2019-01-26,1265065,620,1495,3,368,368,169.232,USD,1.00000
1487051,3,2019-01-26,2019-01-26,1265065,620,44,1,190.24,190.24,87.4858,USD,1.00000
1488000,0,2019-01-27,2019-01-27,737197,300,1451,1,428.8,428.8,197.184,EUR,0.88137
1488000,1,2019-01-27,2019-01-27,737197,300,2490,3,23.984,23.984,12.224,EUR,0.88137
1488001,0,2019-01-27,2019-01-27,1400018,490,2499,3,37.952,33.01824,19.344,USD,1.00000
1488001,1,2019-01-27,2019-01-27,1400018,490,66,7,21.0658,20.223168,10.742,USD,1.00000
1488001,2,2019-01-27,2019-01-27,1400018,490,1108,7,817.7,744.107,270.92,USD,1.00000
1488002,0,2019-01-27,2019-01-27,929360,380,1599,2,52.092,46.36188,23.958,GBP,0.76309
1488002,1,2019-01-27,2019-01-27,929360,380,1633,3,12.501,12.501,5.751,GBP,0.76309
1488003,0,2019-01-27,2019-01-27,645869,170,1615,3,260.991,260.991,86.472,EUR,0.88137
1488004,0,2019-01-27,2019-01-27,1813219,660,1478,2,480,446.4,220.736,USD,1.00000
1489000,0,2019-01-28,2019-01-28,301747,90,418,6,539.9,475.112,275.26,CAD,1.32379
1489000,1,2019-01-28,2019-01-28,301747,90,1641,1,11.394,10.36854,5.238,CAD,1.32379
1489000,2,2019-01-28,2019-01-28,301747,90,187,1,116.91,108.7263,38.736,CAD,1.32379
1489000,3,2019-01-28,2019-01-28,301747,90,2412,2,24.5918,22.870374,12.5378,CAD,1.32379
1489000,4,2019-01-28,2019-01-28,301747,90,490,1,1738,1529.44,575.84,CAD,1.32379
1489001,0,2019-01-28,2019-01-28,358903,90,453,2,459.8,423.016,234.42,CAD,1.32379
1489001,1,2019-01-28,2019-01-28,358903,90,102,2,94.3,88.642,43.3616,CAD,1.32379
1489001,2,2019-01-28,2019-01-28,358903,90,1512,6,382.4,355.632,175.856,CAD,1.32379
1489002,0,2019-01-28,2019-02-02,1170972,999999,1597,2,52.092,52.092,23.958,GBP,0.76097
1489002,1,2019-01-28,2019-02-02,1170972,999999,969,1,255.97,227.8133,117.715,GBP,0.76097
1489002,2,2019-01-28,2019-02-02,1170972,999999,428,1,1938,1802.34,642.1,GBP,0.76097
1489003,0,2019-01-28,2019-01-28,335755,100,1388,2,52.784,52.784,24.272,CAD,1.32379
1489003,1,2019-01-28,2019-01-28,335755,100,1733,1,20.5092,18.253188,10.458,CAD,1.32379
1489003,2,2019-01-28,2019-01-28,335755,100,1558,2,608,559.36,201.44,CAD,1.32379
1489003,3,2019-01-28,2019-01-28,335755,100,1723,1,50.4,44.856,25.695,CAD,1.32379
1489004,0,2019-01-28,2019-01-28,534632,190,1422,1,481.6,476.784,221.472,EUR,0.87581
1489005,0,2019-01-28,2019-02-02,2085162,999999,46,2,122.959,110.6631,62.689,USD,1.00000
1489006,0,2019-01-28,2019-01-31,1777506,999999,1813,3,28.8,28.8,14.679,USD,1.00000
1489007,0,2019-01-28,2019-02-02,1889951,999999,1581,6,197.1,171.477,65.304,USD,1.00000
1489007,1,2019-01-28,2019-02-02,1889951,999999,1703,1,4.851,4.3659,2.475,USD,1.00000
1489008,0,2019-01-28,2019-01-28,1697774,510,1703,2,4.851,4.851,2.475,USD,1.00000
1489008,1,2019-01-28,2019-01-28,1697774,510,101,2,98.4,89.544,45.2476,USD,1.00000
1489008,2,2019-01-28,2019-01-28,1697774,510,59,1,127.92,127.92,65.2146,USD,1.00000
1489008,3,2019-01-28,2019-01-28,1697774,510,813,7,27,27,13.76,USD,1.00000
1489008,4,2019-01-28,2019-01-28,1697774,510,56,1,242.72,216.0208,80.4174,USD,1.00000
1489009,0,2019-01-28,2019-01-28,1464266,630,1643,1,52.092,47.40372,23.958,USD,1.00000
1489010,0,2019-01-28,2019-01-28,916301,380,478,3,1358,1303.68,449.94,GBP,0.76097
1489010,1,2019-01-28,2019-01-28,916301,380,1746,2,98.1,98.1,32.499,GBP,0.76097
1489011,0,2019-01-28,2019-01-30,1760613,999999,796,1,33.8,33.8,17.24,USD,1.00000
1489011,1,2019-01-28,2019-01-30,1760613,999999,1425,7,846.4,846.4,280.432,USD,1.00000
1489012,0,2019-01-28,2019-01-28,1679962,630,1651,1,143.991,143.991,66.213,USD,1.00000
1489012,1,2019-01-28,2019-01-28,1679962,630,456,7,1118,972.66,514.12,USD,1.00000
1489012,2,2019-01-28,2019-01-28,1679962,630,5,2,17.6874,17.6874,9.02,USD,1.00000
1489013,0,2019-01-28,2019-01-28,264447,100,432,1,999.8,899.82,509.72,CAD,1.32379
1489013,1,2019-01-28,2019-01-28,264447,100,1629,1,8.991,7.82217,4.581,CAD,1.32379
1489013,2,2019-01-28,2019-01-28,264447,100,1409,2,942.4,819.888,312.24,CAD,1.32379
1489014,0,2019-01-28,2019-01-28,1028382,400,2115,2,719.55,719.55,330.8946,GBP,0.76097
1489015,0,2019-01-28,2019-01-28,1334623,465,61,5,148.42,148.42,68.2568,USD,1.00000
1489015,1,2019-01-28,2019-01-28,1334623,465,1424,4,320,297.6,147.152,USD,1.00000
1489015,2,2019-01-28,2019-01-28,1334623,465,1422,4,481.6,433.44,221.472,USD,1.00000
1489015,3,2019-01-28,2019-01-28,1334623,465,1693,4,6.192,6.192,2.844,USD,1.00000
1489015,4,2019-01-28,2019-01-28,1334623,465,1616,1,51.291,51.291,23.589,USD,1.00000
1489015,5,2019-01-28,2019-01-28,1334623,465,604,7,998,888.22,508.8,USD,1.00000
1489016,0,2019-01-28,2019-02-01,1684808,999999,1718,1,63.117,55.54296,29.025,USD,1.00000
1489016,1,2019-01-28,2019-02-01,1684808,999999,396,3,2598,2572.02,860.76,USD,1.00000
1489017,0,2019-01-28,2019-01-28,590508,270,96,4,55.268,49.18852,28.1752,EUR,0.87581
1489018,0,2019-01-28,2019-01-28,346445,80,1348,1,36.784,36.784,16.912,CAD,1.32379
1489018,1,2019-01-28,2019-01-28,346445,80,1634,6,8.991,7.73226,4.581,CAD,1.32379
1489018,2,2019-01-28,2019-01-28,346445,80,1591,3,11.394,10.36854,5.238,CAD,1.32379
1489018,3,2019-01-28,2019-01-28,346445,80,103,3,94.3,94.3,43.3616,CAD,1.32379
1489019,0,2019-01-28,2019-01-28,1041430,370,423,3,1198,1090.18,550.92,GBP,0.76097
1489020,0,2019-01-28,2019-01-28,1893221,605,105,1,94.3,81.098,43.3616,USD,1.00000
1489021,0,2019-01-28,2019-01-28,839939,330,1298,4,32.5,27.95,14.95,EUR,0.87581
1489022,0,2019-01-28,2019-01-28,1555984,590,1872,7,2174.64,2000.6688,720.5012,USD,1.00000
1489022,1,2019-01-28,2019-01-28,1555984,590,420,8,999.8,999.8,509.72,USD,1.00000
1489022,2,2019-01-28,2019-01-28,1555984,590,58,2,127.92,127.92,65.2146,USD,1.00000
1489023,0,2019-01-28,2019-01-28,1875294,440,1389,5,57.584,57.584,26.48,USD,1.00000
1490000,0,2019-01-29,2019-01-29,1776879,570,1513,3,430.4,391.664,197.92,USD,1.00000
1490000,1,2019-01-29,2019-01-29,1776879,570,839,6,51.8,51.8,23.82,USD,1.00000
1490001,0,2019-01-29,2019-01-29,1397125,610,1692,2,6.291,6.291,3.204,USD,1.00000
1490002,0,2019-01-29,2019-01-29,850033,310,429,1,1199.8,1043.826,551.74,EUR,0.87550
1490003,0,2019-01-29,2019-02-02,1830746,999999,1653,1,98.991,98.991,50.472,USD,1.00000
1490003,1,2019-01-29,2019-02-02,1830746,999999,107,2,109.0518,109.0518,50.1512,USD,1.00000
1490004,0,2019-01-29,2019-01-29,630213,120,2080,3,163.9918,163.9918,75.4154,EUR,0.87550
1490004,1,2019-01-29,2019-01-29,630213,120,1791,4,38.7,38.7,19.728,EUR,0.87550
1490004,2,2019-01-29,2019-01-29,630213,120,2243,6,83.6318,74.432302,42.64,EUR,0.87550
1490005,0,2019-01-29,2019-01-29,1892224,560,443,3,698,600.28,320.98,USD,1.00000
1490005,1,2019-01-29,2019-01-29,1892224,560,57,3,127.92,115.128,65.2146,USD,1.00000
1490005,2,2019-01-29,2019-01-29,1892224,560,1570,3,636.8,636.8,210.992,USD,1.00000
1490006,0,2019-01-29,2019-01-29,1689409,465,591,9,458,458,233.5,USD,1.00000
1490007,0,2019-01-29,2019-01-29,448254,220,1643,1,52.092,52.092,23.958,EUR,0.87550
1490007,1,2019-01-29,2019-01-29,448254,220,142,2,269.991,269.991,137.646,EUR,0.87550
1490007,2,2019-01-29,2019-01-29,448254,220,2093,1,416.56,416.56,212.3718,EUR,0.87550
1490008,0,2019-01-29,2019-01-29,1245607,670,456,2,1118,1118,514.12,USD,1.00000
1490009,0,2019-01-29,2019-01-29,1760883,570,1417,1,428.8,381.632,197.184,USD,1.00000
1490010,0,2019-01-29,2019-01-29,1641191,670,1986,1,114.7918,101.016784,58.5234,USD,1.00000
1490010,1,2019-01-29,2019-01-29,1641191,670,1367,1,57.584,57.584,26.48,USD,1.00000
1490010,2,2019-01-29,2019-01-29,1641191,670,1168,2,780,678.6,358.696,USD,1.00000
1490011,0,2019-01-29,2019-01-29,454003,270,716,1,418,363.66,138.5,EUR,0.87550
1490011,1,2019-01-29,2019-01-29,454003,270,519,4,1238,1238,410.18,EUR,0.87550
1490012,0,2019-01-29,2019-01-29,328504,90,1568,2,448,416.64,206.016,CAD,1.32569
1490012,1,2019-01-29,2019-01-29,328504,90,1590,4,20.601,17.92287,6.822,CAD,1.32569
1490013,0,2019-01-29,2019-01-29,1306977,550,161,2,1432.98,1432.98,474.777,USD,1.00000
1490014,0,2019-01-29,2019-01-29,1289535,620,1432,3,480,480,220.736,USD,1.00000
1490014,1,2019-01-29,2019-01-29,1289535,620,431,3,738,738,376.26,USD,1.00000
1490015,0,2019-01-29,2019-01-29,1436284,490,1276,1,67.769,60.31441,34.554,USD,1.00000
1490016,0,2019-01-29,2019-01-29,357701,74,1276,1,67.769,60.31441,34.554,CAD,1.32569
1490017,0,2019-01-29,2019-01-29,746634,290,1670,7,8.091,8.091,3.717,EUR,0.87550
1490017,1,2019-01-29,2019-01-29,746634,290,1735,6,25.2,22.428,12.852,EUR,0.87550
1490018,0,2019-01-29,2019-01-29,2014068,540,2011,6,81.9918,81.9918,41.8036,USD,1.00000
1490019,0,2019-01-29,2019-02-01,2036334,999999,1632,2,16.191,16.191,7.443,USD,1.00000
1490020,0,2019-01-29,2019-01-29,1908592,585,54,4,242.72,213.5936,80.4174,USD,1.00000
1490020,1,2019-01-29,2019-01-29,1908592,585,1599,3,52.092,52.092,23.958,USD,1.00000
1490020,2,2019-01-29,2019-01-29,1908592,585,949,2,348.4,337.948,115.427,USD,1.00000
1490020,3,2019-01-29,2019-01-29,1908592,585,467,1,278,278,127.84,USD,1.00000
1490021,0,2019-01-29,2019-01-29,1568330,430,1667,3,4.95,4.95,2.52,USD,1.00000
1490022,0,2019-01-29,2019-01-29,2061060,620,2495,1,15.984,14.06592,8.144,USD,1.00000
1490022,1,2019-01-29,2019-01-29,2061060,620,108,5,109.0518,98.14662,50.1512,USD,1.00000
1490023,0,2019-01-29,2019-02-04,39195,999999,1585,1,20.601,20.601,6.822,AUD,1.39678
1490023,1,2019-01-29,2019-02-04,39195,999999,497,3,198,176.22,100.94,AUD,1.39678
1490023,2,2019-01-29,2019-02-04,39195,999999,1632,1,16.191,13.92426,7.443,AUD,1.39678
1490024,0,2019-01-29,2019-02-01,1897069,999999,424,2,539.9,539.9,275.26,USD,1.00000
1490024,1,2019-01-29,2019-02-01,1897069,999999,77,1,31.119,31.119,14.309,USD,1.00000
1490025,0,2019-01-29,2019-01-29,36712,35,2014,3,163.9918,147.59262,75.4154,AUD,1.39678
1490026,0,2019-01-29,2019-01-29,1250955,610,1686,4,6.291,6.291,3.204,USD,1.00000
1490026,1,2019-01-29,2019-01-29,1250955,610,2500,2,37.952,34.53632,19.344,USD,1.00000
1490026,2,2019-01-29,2019-01-29,1250955,610,1680,3,6.291,5.53608,3.204,USD,1.00000
1490026,3,2019-01-29,2019-01-29,1250955,610,1458,2,320,320,147.152,USD,1.00000
1490026,4,2019-01-29,2019-01-29,1250955,610,94,2,55.268,55.268,28.1752,USD,1.00000
1490026,5,2019-01-29,2019-01-29,1250955,610,1745,3,98.1,98.1,32.499,USD,1.00000
1490027,0,2019-01-29,2019-01-29,783266,290,73,3,39.319,34.99391,18.081,EUR,0.87550
1490027,1,2019-01-29,2019-01-29,783266,290,1803,7,28.8,28.8,14.679,EUR,0.87550
1490028,0,2019-01-29,2019-01-29,112560,50,1516,1,460.8,414.72,211.904,AUD,1.39678
1490028,1,2019-01-29,2019-01-29,112560,50,2008,1,163.9918,144.312784,75.4154,AUD,1.39678
1490029,0,2019-01-29,2019-01-29,1055648,420,423,2,1198,1090.18,550.92,GBP,0.75937
1490029,1,2019-01-29,2019-01-29,1055648,420,764,4,79.8,79.8,26.44,GBP,0.75937
1490030,0,2019-01-29,2019-01-29,1195878,370,1609,10,233.991,205.91208,77.526,GBP,0.75937
1490030,1,2019-01-29,2019-01-29,1195878,370,437,5,999.8,969.806,509.72,GBP,0.75937
1490030,2,2019-01-29,2019-01-29,1195878,370,1651,2,143.991,128.15199,66.213,GBP,0.75937
1490030,3,2019-01-29,2019-01-29,1195878,370,971,4,300.3,300.3,99.489,GBP,0.75937
1491000,0,2019-01-30,2019-01-30,1491122,540,621,2,278,278,141.74,USD,1.00000
1491000,1,2019-01-30,2019-01-30,1491122,540,1419,2,412.8,396.288,189.84,USD,1.00000
1491000,2,2019-01-30,2019-01-30,1491122,540,506,2,1358,1358,449.94,USD,1.00000
1491000,3,2019-01-30,2019-01-30,1491122,540,2217,2,188.5918,188.5918,86.7232,USD,1.00000
1491001,0,2019-01-30,2019-01-30,1553692,500,1704,1,6.291,6.22809,3.204,USD,1.00000
1491001,1,2019-01-30,2019-01-30,1553692,500,1613,5,98.991,98.991,50.472,USD,1.00000
1491001,2,2019-01-30,2019-01-30,1553692,500,432,3,999.8,999.8,509.72,USD,1.00000
1491002,0,2019-01-30,2019-01-30,821784,340,1576,1,11.691,11.691,5.958,EUR,0.87497
1491003,0,2019-01-30,2019-01-30,833947,330,1630,2,20.601,19.15893,6.822,EUR,0.87497
1491003,1,2019-01-30,2019-01-30,833947,330,2078,1,77.8918,71.660456,39.7126,EUR,0.87497
1491003,2,2019-01-30,2019-01-30,833947,330,634,7,4998,4398.24,1655.94,EUR,0.87497
1491004,0,2019-01-30,2019-01-30,1420773,630,1813,2,28.8,25.344,14.679,USD,1.00000
1491004,1,2019-01-30,2019-01-30,1420773,630,1369,8,70.096,70.096,32.24,USD,1.00000
1491005,0,2019-01-30,2019-02-01,1236626,999999,1692,2,6.291,5.53608,3.204,USD,1.00000
1491005,1,2019-01-30,2019-02-01,1236626,999999,1657,1,161.991,161.991,74.493,USD,1.00000
1491005,2,2019-01-30,2019-02-01,1236626,999999,1693,1,6.192,6.192,2.844,USD,1.00000
1491005,3,2019-01-30,2019-02-01,1236626,999999,1061,1,764.4,680.316,253.266,USD,1.00000
1491006,0,2019-01-30,2019-01-30,1505021,510,1666,2,15.201,15.201,5.04,USD,1.00000
1491007,0,2019-01-30,2019-01-30,361216,80,69,3,21.0658,19.591194,10.742,CAD,1.32216
1491008,0,2019-01-30,2019-01-30,1315255,620,1446,3,462.4,462.4,212.64,USD,1.00000
1491009,0,2019-01-30,2019-02-01,1222082,999999,1484,1,332.8,289.536,153.04,USD,1.00000
1491009,1,2019-01-30,2019-02-01,1222082,999999,1535,3,428.8,428.8,197.184,USD,1.00000
1491009,2,2019-01-30,2019-02-01,1222082,999999,1582,2,16.191,14.24808,7.443,USD,1.00000
1491009,3,2019-01-30,2019-02-01,1222082,999999,1697,6,4.851,4.31739,2.475,USD,1.00000
1491009,4,2019-01-30,2019-02-01,1222082,999999,422,2,1938,1782.96,642.1,USD,1.00000
1491009,5,2019-01-30,2019-02-01,1222082,999999,2510,1,6.496,5.97632,3.312,USD,1.00000
1491010,0,2019-01-30,2019-01-30,1603367,590,1626,2,197.1,197.1,65.304,USD,1.00000
1491011,0,2019-01-30,2019-01-30,688408,160,1625,2,197.1,197.1,65.304,EUR,0.87497
1491012,0,2019-01-30,2019-01-30,1044862,390,1031,5,214.5,212.355,98.644,GBP,0.76421
1491012,1,2019-01-30,2019-01-30,1044862,390,104,8,94.3,91.471,43.3616,GBP,0.76421
1491012,2,2019-01-30,2019-01-30,1044862,390,2515,1,5.36,5.3064,2.736,GBP,0.76421
1491013,0,2019-01-30,2019-01-30,1693541,530,1635,3,20.601,20.601,6.822,USD,1.00000
1491013,1,2019-01-30,2019-01-30,1693541,530,100,7,98.4,98.4,45.2476,USD,1.00000
1491013,2,2019-01-30,2019-01-30,1693541,530,1518,3,480,460.8,220.736,USD,1.00000
1491013,3,2019-01-30,2019-01-30,1693541,530,47,1,122.959,110.6631,62.689,USD,1.00000
1491013,4,2019-01-30,2019-01-30,1693541,530,1258,3,51.987,51.46713,26.507,USD,1.00000
1491014,0,2019-01-30,2019-01-30,1562996,550,688,3,236,236,108.52,USD,1.00000
1491014,1,2019-01-30,2019-01-30,1562996,550,1312,6,266.5,266.5,122.551,USD,1.00000
1491015,0,2019-01-30,2019-01-30,2074640,470,1380,6,33.6,28.896,15.456,USD,1.00000
1491015,1,2019-01-30,2019-01-30,2074640,470,2083,1,81.9918,75.432456,41.8036,USD,1.00000
1491015,2,2019-01-30,2019-01-30,2074640,470,197,2,269.91,237.5208,137.61,USD,1.00000
1491016,0,2019-01-30,2019-01-30,1632028,650,132,2,180,180,91.773,USD,1.00000
1491017,0,2019-01-30,2019-01-30,787579,300,446,4,439.9,439.9,224.28,EUR,0.87497
1491017,1,2019-01-30,2019-01-30,787579,300,1578,3,197.1,185.274,65.304,EUR,0.87497
1491017,2,2019-01-30,2019-01-30,787579,300,449,8,698,607.26,320.98,EUR,0.87497
1491018,0,2019-01-30,2019-02-04,722852,999999,454,4,539.8,475.024,275.2,EUR,0.87497
1491018,1,2019-01-30,2019-02-04,722852,999999,1555,2,588.8,529.92,195.088,EUR,0.87497
1491018,2,2019-01-30,2019-02-04,722852,999999,1156,3,2080,1809.6,689.143,EUR,0.87497
1491019,0,2019-01-30,2019-01-30,1735303,590,1591,1,11.394,9.79884,5.238,USD,1.00000
1491019,1,2019-01-30,2019-01-30,1735303,590,1577,1,197.1,173.448,65.304,USD,1.00000
1491019,2,2019-01-30,2019-01-30,1735303,590,1573,7,53.091,53.091,24.417,USD,1.00000
1491019,3,2019-01-30,2019-01-30,1735303,590,1111,4,426.4,396.552,196.092,USD,1.00000
1491020,0,2019-01-30,2019-01-30,747143,300,2497,5,15.984,13.74624,8.144,EUR,0.87497
1491021,0,2019-01-30,2019-01-30,401873,270,1256,2,25.987,23.12843,13.247,EUR,0.87497
1491021,1,2019-01-30,2019-01-30,401873,270,73,7,39.319,39.319,18.081,EUR,0.87497
1491021,2,2019-01-30,2019-01-30,401873,270,1591,3,11.394,10.02672,5.238,EUR,0.87497
1491022,0,2019-01-30,2019-01-30,363130,74,1199,4,533,495.69,271.739,CAD,1.32216
1491023,0,2019-01-30,2019-01-30,1282136,465,106,3,109.0518,109.0518,50.1512,USD,1.00000
1491023,1,2019-01-30,2019-01-30,1282136,465,460,5,599.8,599.8,305.8,USD,1.00000
1491024,0,2019-01-30,2019-01-30,925186,370,96,5,55.268,51.39924,28.1752,GBP,0.76421
1491025,0,2019-01-30,2019-01-30,802877,330,1659,3,233.991,233.991,77.526,EUR,0.87497
1491025,1,2019-01-30,2019-01-30,802877,330,1811,2,28.8,24.768,14.679,EUR,0.87497
1491025,2,2019-01-30,2019-01-30,802877,330,2284,1,65.559,60.96987,33.4232,EUR,0.87497
1491025,3,2019-01-30,2019-01-30,802877,330,1671,10,4.491,3.86226,2.286,EUR,0.87497
1491026,0,2019-01-30,2019-01-30,641847,150,1628,1,12.501,12.12597,5.751,EUR,0.87497
1491026,1,2019-01-30,2019-01-30,641847,150,1542,2,528,491.04,242.816,EUR,0.87497
1491027,0,2019-01-30,2019-01-30,1788076,660,1375,4,67.2,67.2,22.272,USD,1.00000
1491027,1,2019-01-30,2019-01-30,1788076,660,874,9,259.9,239.108,86.12,USD,1.00000
1491028,0,2019-01-30,2019-01-30,2006987,605,110,2,109.0518,109.0518,50.1512,USD,1.00000
1491028,2,2019-01-30,2019-01-30,2006987,605,1471,2,366.4,326.096,168.496,USD,1.00000
1491029,0,2019-01-30,2019-01-30,1856346,490,1606,1,143.991,143.991,66.213,USD,1.00000
1491029,1,2019-01-30,2019-01-30,1856346,490,160,7,989.991,989.991,455.265,USD,1.00000
1491030,0,2019-01-30,2019-01-30,2038203,490,1639,3,8.991,8.90109,4.581,USD,1.00000
1491030,1,2019-01-30,2019-01-30,2038203,490,1107,7,465.4,465.4,214.019,USD,1.00000
1491031,0,2019-01-30,2019-01-30,1100052,360,357,2,660,587.4,336.48,GBP,0.76421
1491032,0,2019-01-30,2019-01-30,641202,140,667,5,380,380,174.74,EUR,0.87497
1491032,1,2019-01-30,2019-01-30,641202,140,1435,1,468.8,431.296,215.584,EUR,0.87497
1491032,2,2019-01-30,2019-01-30,641202,140,120,1,107.991,99.35172,55.053,EUR,0.87497
1491032,3,2019-01-30,2019-01-30,641202,140,535,3,358,325.78,164.64,EUR,0.87497
1491033,0,2019-01-30,2019-01-30,1663438,540,1522,8,608,541.12,201.44,USD,1.00000
1491033,1,2019-01-30,2019-01-30,1663438,540,1395,7,27.184,23.92192,12.496,USD,1.00000
1491034,0,2019-01-30,2019-01-30,1933306,670,171,5,89.1,89.1,40.977,USD,1.00000
1491035,0,2019-01-30,2019-01-30,1687366,450,2192,4,220.17,220.17,101.2454,USD,1.00000
1491035,1,2019-01-30,2019-01-30,1687366,450,1007,7,365.3,365.3,186.238,USD,1.00000
1491035,2,2019-01-30,2019-01-30,1687366,450,1335,1,64.304,64.304,29.568,USD,1.00000
1491036,0,2019-01-30,2019-02-03,1325467,999999,479,3,518,481.74,238.22,USD,1.00000
1491037,0,2019-01-30,2019-01-30,981516,370,112,1,204.9918,204.9918,67.9206,GBP,0.76421
1491037,1,2019-01-30,2019-01-30,981516,370,457,5,439.9,439.9,224.28,GBP,0.76421
1491037,2,2019-01-30,2019-01-30,981516,370,1578,2,197.1,173.448,65.304,GBP,0.76421
1491038,0,2019-01-30,2019-01-30,445744,230,1115,2,426.4,426.4,196.092,EUR,0.87497
1492000,0,2019-01-31,2019-02-05,592681,999999,2115,6,719.55,719.55,330.8946,EUR,0.87047
1492001,0,2019-01-31,2019-02-04,1753461,999999,134,1,314.955,314.955,144.837,USD,1.00000
1492002,0,2019-01-31,2019-01-31,1644467,450,172,9,152.1,149.058,50.391,USD,1.00000
1492002,1,2019-01-31,2019-01-31,1644467,450,100,1,98.4,87.576,45.2476,USD,1.00000
